´ë¿©¼Ò_ID,nearest_subway_dist_m,nearest_bus_dist_m
ST-3118,336.26,77.58
ST-3117,36.75,18.18
ST-3116,292.77,47.86
ST-3115,369.42,3.83
ST-3114,1538.04,142.04
ST-3113,1304.95,90.62
ST-3112,433.6,87.71
ST-3111,278.23,118.18
ST-3110,622.12,95.51
ST-311,96.5,6.27
ST-3109,759.72,59.25
ST-3108,385.89,43.63
ST-3107,91.09,46.31
ST-3106,343.7,70.81
ST-3105,14.93,81.8
ST-3104,66.62,94.47
ST-3103,520.36,151.54
ST-3102,427.32,82.28
ST-3101,1064.01,120.49
ST-3100,475.25,43.7
ST-310,793.49,169.08
ST-31,57.45,52.45
ST-3099,275.88,37.08
ST-3098,495.83,382.53
ST-3097,888.84,165.21
ST-3096,661.22,133.5
ST-3095,191.8,47.29
ST-3094,138.62,95.0
ST-3093,375.96,123.33
ST-3092,657.21,70.23
ST-3091,541.51,38.44
ST-3090,444.17,122.23
ST-309,753.05,52.45
ST-3089,389.25,65.54
ST-3088,500.69,231.8
ST-3087,50.79,80.35
ST-3086,434.67,118.46
ST-3085,19.74,51.22
ST-3084,194.96,52.55
ST-3083,464.98,123.25
ST-3082,343.77,154.46
ST-3081,497.75,118.68
ST-3080,314.47,47.35
ST-308,189.72,100.25
ST-3079,328.17,22.39
ST-3078,272.37,66.35
ST-3077,294.44,38.15
ST-3076,762.18,11.6
ST-3075,188.52,12.84
ST-3074,528.97,110.22
ST-3073,324.43,95.66
ST-3072,369.5,25.26
ST-3071,1174.45,60.27
ST-3070,686.94,247.05
ST-307,36.67,13.43
ST-3069,680.8,73.78
ST-3068,437.6,21.38
ST-3067,1057.36,32.28
ST-3066,330.4,155.29
ST-3065,480.7,73.94
ST-3064,225.53,33.61
ST-3063,412.44,150.24
ST-3062,671.52,107.43
ST-3061,138.31,112.78
ST-3060,387.03,109.03
ST-306,48.37,107.64
ST-3059,78.0,60.1
ST-3058,262.78,99.71
ST-3057,257.97,58.29
ST-3056,60.21,68.43
ST-3055,261.45,116.78
ST-3054,755.42,16.68
ST-3053,41.95,28.03
ST-3052,270.83,231.27
ST-3051,55.74,47.95
ST-3050,469.74,84.74
ST-305,360.0,29.91
ST-3049,20.15,71.92
ST-3048,1785.02,71.97
ST-3047,494.1,16.55
ST-3046,730.36,13.58
ST-3045,401.81,54.48
ST-3044,857.56,30.09
ST-3043,694.15,40.87
ST-3042,476.57,28.05
ST-3041,684.13,22.76
ST-3040,765.69,64.8
ST-304,725.15,82.62
ST-3039,789.69,322.89
ST-3038,431.86,340.89
ST-3037,418.68,20.21
ST-3036,676.6,22.92
ST-3035,287.62,8.11
ST-3034,321.88,110.22
ST-3033,1455.29,69.97
ST-3032,583.32,135.07
ST-3031,1388.58,36.33
ST-3030,25.46,44.81
ST-303,916.57,34.21
ST-3029,632.28,55.25
ST-3028,973.85,136.03
ST-3027,210.21,18.85
ST-3026,690.04,24.67
ST-3025,604.68,90.83
ST-3024,329.6,46.44
ST-3023,72.57,36.97
ST-3022,182.89,64.56
ST-3021,317.58,20.51
ST-3020,276.27,128.35
ST-302,708.66,61.81
ST-3019,158.99,18.51
ST-3018,227.21,71.6
ST-3017,532.57,22.76
ST-3016,573.27,30.38
ST-3015,421.12,39.96
ST-3014,348.15,49.24
ST-3013,232.94,22.66
ST-3012,541.84,173.57
ST-3011,426.37,154.61
ST-3010,409.3,63.95
ST-301,73.04,88.95
ST-3009,478.88,327.56
ST-3008,429.85,5.0
ST-3007,598.5,32.07
ST-3006,743.29,12.65
ST-3005,525.94,50.82
ST-3004,1048.62,17.55
ST-3003,359.9,9.37
ST-3002,423.62,48.62
ST-3001,445.26,117.64
ST-3000,421.05,45.6
ST-300,42.99,55.57
ST-30,65.74,41.0
ST-3,673.79,137.36
ST-2999,469.1,40.72
ST-2998,720.64,162.12
ST-2997,315.09,91.07
ST-2996,521.6,27.31
ST-2995,378.87,128.69
ST-2994,233.1,76.18
ST-2993,217.96,29.72
ST-2992,238.63,67.15
ST-2991,657.33,415.26
ST-2990,1518.89,25.04
ST-299,184.85,11.22
ST-2989,690.77,12.07
ST-2988,746.04,14.36
ST-2987,745.57,52.72
ST-2986,514.01,197.79
ST-2985,283.2,229.15
ST-2984,563.73,217.69
ST-2983,496.45,355.83
ST-2982,681.27,117.11
ST-2981,52.04,37.26
ST-2980,585.28,105.9
ST-298,180.01,80.23
ST-2979,723.4,9.46
ST-2978,580.7,134.56
ST-2977,1206.75,43.53
ST-2976,514.64,55.57
ST-2975,266.18,43.38
ST-2974,534.2,75.63
ST-2973,657.51,66.94
ST-2972,685.3,40.68
ST-2971,1348.31,105.64
ST-2970,725.37,61.06
ST-297,379.69,19.24
ST-2969,716.34,21.73
ST-2968,397.26,42.43
ST-2967,448.98,10.91
ST-2966,653.52,102.47
ST-2965,707.18,14.69
ST-2964,518.18,240.83
ST-2963,167.75,128.92
ST-2962,154.59,101.8
ST-2961,712.26,252.97
ST-2960,515.48,9.5
ST-296,648.73,50.54
ST-2959,349.67,68.6
ST-2958,446.98,99.36
ST-2957,571.88,76.94
ST-2956,792.97,65.11
ST-2955,906.55,108.43
ST-2954,583.52,7.99
ST-2953,730.31,85.32
ST-2952,713.1,105.19
ST-2951,747.47,147.22
ST-2950,799.92,82.88
ST-295,50.58,65.75
ST-2949,561.78,59.56
ST-2948,416.64,41.14
ST-2947,264.11,171.5
ST-2946,491.35,52.44
ST-2945,421.36,138.9
ST-2944,742.51,94.17
ST-2943,146.88,40.94
ST-2942,818.35,194.03
ST-2941,180.83,55.66
ST-2940,145.18,65.26
ST-294,283.8,59.74
ST-2939,871.49,40.64
ST-2938,701.14,54.75
ST-2937,483.31,161.37
ST-2936,456.09,26.88
ST-2935,171.98,37.88
ST-2934,374.76,132.2
ST-2933,174.88,79.51
ST-2932,159.33,102.85
ST-2931,760.33,84.04
ST-2930,89.24,86.5
ST-293,449.45,104.81
ST-2929,64.34,137.94
ST-2928,62.73,8.87
ST-2927,90.56,3.77
ST-2926,146.23,133.02
ST-2925,61.71,36.75
ST-2924,281.3,28.74
ST-2923,426.22,80.41
ST-2922,424.69,22.19
ST-2921,326.09,51.96
ST-2920,337.34,201.51
ST-292,454.48,21.44
ST-2919,415.03,45.48
ST-2918,399.51,67.84
ST-2917,1220.58,110.92
ST-2916,469.67,219.31
ST-2915,21.79,80.46
ST-2914,323.58,128.51
ST-2913,1196.29,97.22
ST-2912,1411.51,12.1
ST-2911,1283.86,104.47
ST-2910,1119.51,74.98
ST-291,556.86,22.2
ST-2909,83.81,89.73
ST-2908,54.48,69.37
ST-2907,1503.29,195.93
ST-2906,763.51,143.89
ST-2905,1049.56,181.94
ST-2904,547.63,23.08
ST-2903,430.81,4.61
ST-2902,447.64,110.23
ST-2901,603.23,12.44
ST-2900,422.42,103.67
ST-290,776.18,48.25
ST-29,178.82,27.98
ST-2899,310.54,13.67
ST-2898,770.42,29.55
ST-2897,745.9,68.37
ST-2896,51.84,85.25
ST-2895,521.29,75.87
ST-2894,537.52,59.56
ST-2893,1797.56,17.37
ST-2892,835.07,115.22
ST-2891,926.39,348.68
ST-2890,809.3,6.6
ST-289,114.83,74.66
ST-2889,334.1,162.7
ST-2888,349.2,65.59
ST-2887,701.74,72.49
ST-2886,200.7,43.13
ST-2885,179.87,50.12
ST-2884,188.61,81.63
ST-2883,189.35,199.89
ST-2882,122.62,12.5
ST-2881,313.76,85.05
ST-2880,903.57,89.57
ST-288,389.55,40.85
ST-2879,364.75,25.42
ST-2878,18.4,79.98
ST-2877,430.74,107.11
ST-2876,36.84,98.48
ST-2875,553.54,165.28
ST-2874,762.93,49.81
ST-2873,628.83,46.99
ST-2872,105.28,39.79
ST-2871,105.55,52.69
ST-2870,650.41,54.55
ST-287,463.21,115.12
ST-2869,365.59,22.15
ST-2868,1531.37,172.11
ST-2867,46.08,54.96
ST-2866,830.88,15.04
ST-2865,819.29,61.05
ST-2863,341.12,108.17
ST-2862,488.06,52.75
ST-2861,288.03,161.14
ST-2860,80.03,193.26
ST-286,298.55,114.1
ST-2859,256.56,15.0
ST-2858,409.06,86.61
ST-2857,70.2,54.17
ST-2856,70.1,62.39
ST-2855,295.56,25.96
ST-2854,551.09,16.19
ST-2853,1381.45,5.66
ST-2852,472.3,108.97
ST-2851,578.45,8.23
ST-2850,529.62,484.02
ST-285,197.75,31.81
ST-2849,1263.66,16.37
ST-2848,1366.43,6.26
ST-2847,800.57,34.98
ST-2846,512.53,92.12
ST-2845,333.0,41.81
ST-2844,861.3,38.1
ST-2843,605.86,39.69
ST-2842,475.46,45.17
ST-2841,1209.81,58.98
ST-2840,632.35,49.32
ST-284,498.61,69.43
ST-2839,966.23,345.37
ST-2838,2401.72,54.51
ST-2837,157.06,4.16
ST-2836,294.85,31.72
ST-2835,767.59,18.98
ST-2834,439.17,114.56
ST-2833,525.76,135.61
ST-2832,363.9,162.54
ST-2831,556.33,179.55
ST-2830,449.59,30.44
ST-283,363.61,68.69
ST-2829,968.56,43.26
ST-2828,913.24,15.69
ST-2827,273.79,15.21
ST-2826,596.35,72.93
ST-2825,450.97,51.78
ST-2824,608.8,11.74
ST-2823,492.55,37.57
ST-2822,86.02,125.74
ST-2821,402.54,32.64
ST-2820,442.92,32.29
ST-282,536.46,13.53
ST-2819,632.65,9.0
ST-2818,263.96,163.09
ST-2817,620.96,4.5
ST-2816,705.49,57.82
ST-2815,450.3,26.42
ST-2814,776.54,79.14
ST-2813,476.24,32.02
ST-2812,20.73,49.02
ST-2811,427.37,45.29
ST-2810,110.02,83.06
ST-281,149.48,47.04
ST-2809,678.9,62.65
ST-2808,365.77,33.52
ST-2807,278.02,137.4
ST-2806,477.36,117.5
ST-2805,190.95,10.13
ST-2804,532.87,9.24
ST-2803,120.92,22.83
ST-2802,630.95,25.39
ST-2801,312.14,34.56
ST-2800,302.57,75.56
ST-280,285.52,16.89
ST-28,332.52,12.77
ST-2799,423.72,82.59
ST-2798,553.65,54.97
ST-2797,134.63,65.68
ST-2796,298.41,106.66
ST-2795,510.5,95.19
ST-2794,1052.32,110.93
ST-2793,134.02,79.93
ST-2792,190.97,132.43
ST-2791,420.3,204.19
ST-2790,595.93,99.61
ST-279,266.26,153.39
ST-2789,426.18,49.78
ST-2788,991.82,26.96
ST-2787,370.35,58.53
ST-2786,192.46,65.55
ST-2785,383.07,134.67
ST-2784,143.97,42.29
ST-2783,338.43,87.87
ST-2782,212.98,44.68
ST-2781,1186.77,65.79
ST-2780,1266.3,145.38
ST-278,99.66,34.74
ST-2779,183.07,106.93
ST-2778,297.42,66.5
ST-2777,409.09,53.52
ST-2776,97.81,13.84
ST-2775,615.62,79.76
ST-2774,786.42,28.46
ST-2773,804.46,90.83
ST-2772,1620.84,123.79
ST-2771,1030.28,22.34
ST-2770,1060.88,137.16
ST-277,468.52,90.1
ST-2769,1496.4,27.71
ST-2768,721.64,102.94
ST-2767,1239.12,38.97
ST-2766,1153.94,89.07
ST-2765,490.19,102.5
ST-2764,500.54,76.11
ST-2763,412.53,56.76
ST-2762,195.0,69.75
ST-2761,432.24,31.83
ST-2760,415.85,8.07
ST-276,937.58,28.72
ST-2759,224.19,35.75
ST-2758,858.99,28.18
ST-2757,529.47,30.42
ST-2756,696.13,198.27
ST-2755,221.48,44.69
ST-2754,547.73,183.45
ST-2753,389.83,32.88
ST-2752,1326.06,57.17
ST-2751,202.63,39.07
ST-2750,435.61,129.81
ST-275,572.0,39.98
ST-2749,114.57,68.66
ST-2748,69.28,78.86
ST-2747,605.38,30.05
ST-2746,1582.23,478.03
ST-2745,1593.93,52.53
ST-2744,1507.91,10.86
ST-2743,1539.31,48.49
ST-2742,161.96,41.29
ST-2741,249.02,13.96
ST-2740,591.71,83.59
ST-274,191.97,239.68
ST-2739,685.92,47.59
ST-2738,195.91,76.47
ST-2737,652.38,98.18
ST-2736,214.51,31.58
ST-2735,480.29,42.21
ST-2734,386.01,82.85
ST-2733,327.72,16.19
ST-2732,318.51,31.12
ST-2731,1042.33,52.59
ST-2730,1062.91,72.45
ST-273,345.84,92.12
ST-2729,1026.85,92.33
ST-2728,564.93,515.53
ST-2727,1455.38,47.41
ST-2726,192.22,66.86
ST-2725,1037.37,113.91
ST-2724,569.91,63.12
ST-2723,305.81,291.1
ST-2722,293.68,23.12
ST-2721,711.71,82.52
ST-2720,216.05,53.33
ST-272,93.5,69.93
ST-2719,1085.29,26.92
ST-2718,648.64,342.82
ST-2717,771.41,66.18
ST-2716,674.86,83.74
ST-2715,243.09,99.05
ST-2714,741.23,76.0
ST-2713,133.12,64.58
ST-2712,1612.26,45.08
ST-2711,1110.91,69.69
ST-2710,313.73,1.69
ST-271,533.36,31.68
ST-2709,328.92,56.94
ST-2708,616.77,80.86
ST-2707,20.06,84.24
ST-2706,586.36,104.29
ST-2705,478.63,53.5
ST-2704,592.73,18.46
ST-2703,341.94,80.09
ST-2702,154.55,24.96
ST-2701,208.75,166.43
ST-2700,260.84,45.54
ST-270,605.11,129.76
ST-27,334.83,28.48
ST-2699,296.97,49.26
ST-2698,543.6,15.16
ST-2697,726.62,127.78
ST-2696,372.07,127.08
ST-2695,105.23,36.78
ST-2694,512.2,252.33
ST-2693,209.11,118.59
ST-2692,104.15,17.57
ST-2691,1150.15,77.99
ST-2690,659.35,60.56
ST-269,321.26,47.26
ST-2689,471.26,136.62
ST-2688,385.67,328.28
ST-2687,952.03,479.59
ST-2686,136.08,131.39
ST-2685,669.8,222.66
ST-2684,645.9,113.29
ST-2683,707.68,79.38
ST-2682,155.34,43.65
ST-2681,1491.84,103.01
ST-2680,316.72,148.39
ST-268,625.19,196.26
ST-2679,87.37,201.01
ST-2678,483.94,55.11
ST-2677,2144.44,44.61
ST-2676,1726.49,66.27
ST-2675,1707.77,55.75
ST-2674,381.5,31.51
ST-2673,587.97,37.3
ST-2672,55.05,142.31
ST-2671,51.74,191.39
ST-2670,98.01,99.01
ST-267,106.32,10.91
ST-2669,28.75,49.37
ST-2668,355.58,19.62
ST-2667,83.84,36.99
ST-2666,433.77,132.34
ST-2665,1327.09,61.14
ST-2664,404.3,39.54
ST-2663,130.62,42.26
ST-2662,1357.87,30.88
ST-2661,1204.37,53.45
ST-2660,255.92,240.16
ST-266,1244.01,53.67
ST-2659,226.77,107.89
ST-2658,249.71,106.98
ST-2657,502.99,134.77
ST-2656,801.08,106.63
ST-2655,192.6,53.21
ST-2654,140.76,25.82
ST-2653,188.1,146.45
ST-2652,561.78,51.32
ST-2651,519.4,123.28
ST-2650,345.0,37.08
ST-265,150.99,73.34
ST-2649,217.18,7.09
ST-2648,251.63,230.04
ST-2647,449.9,223.43
ST-2646,271.56,72.48
ST-2645,514.26,337.36
ST-2644,453.98,374.61
ST-2643,600.37,398.21
ST-2642,53.52,10.57
ST-2641,829.0,41.11
ST-2640,651.76,142.06
ST-264,432.54,139.61
ST-2639,595.57,69.5
ST-2638,202.77,29.77
ST-2637,211.37,89.11
ST-2636,424.9,73.72
ST-2635,288.18,72.21
ST-2634,505.37,115.16
ST-2633,618.76,46.04
ST-2632,784.57,28.58
ST-2631,217.24,155.36
ST-2630,82.66,91.35
ST-263,1167.41,11.61
ST-2629,457.65,95.72
ST-2628,300.45,132.32
ST-2627,533.77,152.86
ST-2626,106.92,96.07
ST-2625,394.07,127.82
ST-2624,97.44,74.74
ST-2623,305.73,109.45
ST-2622,2525.42,33.76
ST-2621,432.98,18.62
ST-2620,800.27,222.83
ST-262,1332.86,85.95
ST-2619,900.47,6.86
ST-2618,514.27,75.45
ST-2617,420.68,27.04
ST-2616,1033.21,40.14
ST-2615,714.84,32.1
ST-2614,748.79,46.26
ST-2613,373.56,146.75
ST-2612,353.89,56.09
ST-2611,36.78,89.48
ST-2610,1409.92,41.47
ST-261,222.54,90.07
ST-2609,321.2,480.01
ST-2608,368.02,89.71
ST-2607,451.41,252.46
ST-2606,40.05,136.23
ST-2605,405.73,297.86
ST-2604,978.87,166.27
ST-2603,652.18,52.0
ST-2602,578.64,166.25
ST-2601,403.97,94.99
ST-2600,681.97,34.48
ST-260,820.32,84.17
ST-26,139.7,81.55
ST-2599,106.15,50.37
ST-2598,528.81,123.24
ST-2597,294.24,55.99
ST-2596,176.67,149.44
ST-2595,105.84,176.41
ST-2594,17.08,291.29
ST-2593,509.22,464.78
ST-2592,880.73,171.43
ST-2591,36.87,141.13
ST-2590,771.99,55.14
ST-259,52.06,39.2
ST-2589,370.02,82.28
ST-2588,407.97,120.67
ST-2587,527.76,124.46
ST-2586,369.15,23.18
ST-2585,675.88,115.6
ST-2584,129.74,31.96
ST-2583,563.7,163.01
ST-2582,896.42,11.82
ST-2581,420.61,38.91
ST-2580,834.79,166.11
ST-258,747.19,74.72
ST-2579,94.9,53.49
ST-2578,531.66,19.77
ST-2577,498.61,21.17
ST-2576,420.97,225.79
ST-2575,367.34,85.54
ST-2574,651.66,74.91
ST-2573,971.75,234.87
ST-2572,1361.42,55.04
ST-2571,342.46,72.05
ST-2570,819.64,131.05
ST-257,515.61,53.19
ST-2569,183.29,68.65
ST-2568,1632.48,88.14
ST-2567,1654.61,156.64
ST-2566,354.1,125.5
ST-2565,345.86,20.09
ST-2564,441.15,183.48
ST-2563,511.33,184.92
ST-2562,1546.76,132.61
ST-2561,1187.17,91.78
ST-2560,1126.7,90.31
ST-256,510.94,188.5
ST-2559,632.08,151.35
ST-2558,237.52,72.17
ST-2557,743.3,128.42
ST-2556,1353.44,98.19
ST-2555,142.96,101.48
ST-2554,98.1,74.98
ST-2553,578.82,282.8
ST-2552,534.4,156.37
ST-2551,383.85,66.15
ST-2550,110.58,47.64
ST-255,99.23,41.91
ST-2549,787.27,162.76
ST-2548,505.72,307.73
ST-2547,292.03,39.92
ST-2546,1018.27,291.79
ST-2545,455.08,5.34
ST-2544,839.48,59.81
ST-2543,570.23,41.61
ST-2542,190.95,59.72
ST-2541,40.74,101.25
ST-2540,250.79,41.31
ST-254,93.01,34.31
ST-2539,449.31,144.9
ST-2538,81.59,55.83
ST-2537,619.68,26.26
ST-2536,430.62,62.17
ST-2535,1271.15,93.67
ST-2534,284.19,72.39
ST-2533,340.64,23.48
ST-2532,339.6,28.31
ST-2531,432.73,42.23
ST-2530,32.94,92.73
ST-253,114.1,35.95
ST-2529,164.23,20.19
ST-2528,191.48,63.0
ST-2527,106.67,93.68
ST-2526,348.13,119.54
ST-2525,207.35,176.92
ST-2524,60.4,114.7
ST-2523,398.96,27.45
ST-2522,339.87,94.63
ST-2521,162.52,83.0
ST-2520,74.97,59.87
ST-252,556.16,127.06
ST-2519,282.87,183.92
ST-2518,146.2,61.19
ST-2517,102.05,71.9
ST-2516,185.51,156.45
ST-2515,229.77,42.18
ST-2514,260.25,159.86
ST-2513,206.51,83.61
ST-2512,313.99,28.58
ST-2511,291.26,8.8
ST-2510,637.28,124.67
ST-251,341.12,108.17
ST-2509,1471.35,43.4
ST-2508,645.02,81.16
ST-2507,497.39,111.45
ST-2506,598.81,70.62
ST-2505,307.15,231.04
ST-2504,366.93,38.71
ST-2503,336.74,100.58
ST-2502,442.5,53.27
ST-2501,470.19,104.16
ST-2500,1355.57,61.6
ST-250,169.62,102.21
ST-25,667.36,23.07
ST-2499,608.02,53.25
ST-2498,211.09,64.9
ST-2497,451.3,86.27
ST-2496,397.85,185.19
ST-2495,309.64,272.73
ST-2494,852.58,148.14
ST-2493,946.38,101.22
ST-2492,656.46,390.58
ST-2491,873.1,28.52
ST-2490,736.17,25.37
ST-249,314.7,21.71
ST-2489,450.46,57.95
ST-2488,808.28,462.22
ST-2487,454.77,142.86
ST-2486,323.93,95.56
ST-2485,343.95,28.71
ST-2484,546.86,53.78
ST-2483,339.7,46.41
ST-2482,190.65,33.3
ST-2481,568.92,52.81
ST-2480,573.18,38.1
ST-248,23.44,40.05
ST-2479,257.99,49.56
ST-2478,383.29,43.11
ST-2477,292.47,145.92
ST-2476,364.77,61.05
ST-2475,425.81,39.07
ST-2474,824.03,579.52
ST-2473,630.96,71.44
ST-2472,224.45,33.73
ST-2471,247.68,36.92
ST-2470,123.96,2.8
ST-247,456.12,1.69
ST-2469,251.91,105.45
ST-2468,270.71,155.3
ST-2467,517.16,232.03
ST-2466,241.81,63.83
ST-2465,655.52,78.5
ST-2464,282.57,91.42
ST-2463,146.11,74.3
ST-2462,1413.86,23.8
ST-2461,463.84,54.45
ST-2460,1115.83,92.09
ST-246,792.19,40.35
ST-2459,508.79,31.01
ST-2458,455.27,33.44
ST-2457,574.9,47.48
ST-2456,489.36,105.04
ST-2455,119.01,83.25
ST-2454,346.9,53.2
ST-2453,167.2,33.47
ST-2452,691.95,33.82
ST-2451,27.89,37.22
ST-2450,781.63,130.55
ST-245,461.11,13.0
ST-2449,988.82,92.02
ST-2448,871.03,14.66
ST-2447,294.83,25.96
ST-2446,531.79,6.58
ST-2445,455.78,147.87
ST-2444,249.13,53.95
ST-2443,269.53,24.88
ST-2442,525.55,15.72
ST-2441,153.38,172.27
ST-2440,276.25,102.73
ST-244,496.41,12.97
ST-2439,467.48,21.4
ST-2438,744.13,29.88
ST-2437,739.38,99.09
ST-2436,688.73,15.97
ST-2435,941.85,285.52
ST-2434,418.44,85.45
ST-2433,376.63,59.83
ST-2432,389.18,72.34
ST-2431,290.75,55.62
ST-2430,121.74,146.7
ST-243,85.43,151.88
ST-2429,424.13,80.67
ST-2428,553.65,135.16
ST-2427,626.34,23.28
ST-2426,1075.07,4330.91
ST-2425,709.46,114.97
ST-2424,896.95,101.68
ST-2423,2829.78,30.0
ST-2422,417.63,85.55
ST-2421,24.63,203.58
ST-2420,130.44,79.98
ST-242,505.17,51.76
ST-2419,981.4,36.85
ST-2418,182.0,47.12
ST-2417,397.51,216.8
ST-2416,1754.85,32.2
ST-2415,446.4,295.86
ST-2414,518.3,136.66
ST-2413,106.06,64.65
ST-2412,870.99,184.87
ST-2411,448.89,21.35
ST-2410,788.39,45.28
ST-241,424.63,39.99
ST-2409,363.89,36.39
ST-2408,493.67,128.61
ST-2407,818.95,65.53
ST-2406,751.7,86.61
ST-2405,380.15,66.35
ST-2404,697.8,74.37
ST-2403,538.31,87.08
ST-2402,188.61,121.22
ST-2401,1117.63,125.26
ST-2400,456.83,180.13
ST-240,492.09,51.98
ST-24,328.09,61.19
ST-2399,469.98,171.55
ST-2398,664.48,24.54
ST-2397,596.82,6.84
ST-2396,410.92,34.94
ST-2395,556.45,51.83
ST-2394,102.91,43.44
ST-2393,655.06,192.07
ST-2392,451.68,51.01
ST-2391,569.18,48.12
ST-2390,1110.28,33.24
ST-239,358.64,7.31
ST-2389,105.24,50.5
ST-2388,148.87,6.48
ST-2387,435.5,57.51
ST-2386,203.89,70.24
ST-2385,369.95,63.02
ST-2384,160.86,90.38
ST-2383,487.1,79.11
ST-2382,420.31,42.48
ST-2381,468.39,37.63
ST-2380,274.5,168.93
ST-238,83.28,24.08
ST-2379,426.87,63.4
ST-2378,291.02,38.98
ST-2377,744.56,40.41
ST-2376,624.55,49.3
ST-2375,268.6,9.78
ST-2374,283.22,154.75
ST-2373,61.16,9.36
ST-2372,151.79,36.35
ST-2371,695.1,32.53
ST-2370,417.7,8.64
ST-237,181.2,82.93
ST-2369,296.01,115.93
ST-2368,582.52,19.02
ST-2367,233.11,71.95
ST-2366,592.76,28.03
ST-2365,634.12,44.15
ST-2364,105.06,33.27
ST-2363,361.75,67.24
ST-2362,239.19,47.04
ST-2361,329.05,112.65
ST-2360,641.66,25.23
ST-236,101.49,98.48
ST-2359,392.56,34.48
ST-2358,292.04,64.13
ST-2357,234.08,44.52
ST-2356,522.38,24.23
ST-2355,67.41,76.92
ST-2354,278.46,170.64
ST-2353,132.43,79.39
ST-2352,573.61,40.09
ST-2351,293.89,82.38
ST-2350,134.39,14.11
ST-235,297.17,56.47
ST-2349,219.69,71.42
ST-2348,313.71,45.44
ST-2347,351.35,103.8
ST-2346,497.57,95.5
ST-2345,623.14,138.56
ST-2344,211.55,78.4
ST-2343,253.1,72.46
ST-2342,472.46,75.6
ST-2341,168.82,18.94
ST-2340,315.54,36.05
ST-234,368.15,137.24
ST-2339,423.38,46.91
ST-2338,179.68,33.67
ST-2337,274.06,21.05
ST-2336,31.08,93.81
ST-2335,18.32,41.3
ST-2334,251.41,18.2
ST-2333,533.54,255.08
ST-2332,565.16,65.33
ST-2331,753.03,8.1
ST-2330,36.48,99.75
ST-233,48.81,11.86
ST-2329,10.49,23.81
ST-2328,50.4,87.23
ST-2327,147.42,29.38
ST-2326,82.18,107.26
ST-2325,203.86,49.65
ST-2324,60.22,43.43
ST-2323,221.51,73.47
ST-2322,230.86,70.96
ST-2321,455.46,65.79
ST-2320,85.87,98.8
ST-232,35.67,39.48
ST-2319,287.23,65.67
ST-2318,637.02,79.76
ST-2317,507.06,52.57
ST-2316,809.9,74.61
ST-2315,457.44,48.05
ST-2314,299.97,41.86
ST-2313,717.86,70.26
ST-2312,411.23,83.42
ST-2311,343.0,28.05
ST-2310,553.77,43.34
ST-231,1666.86,39.21
ST-2309,349.87,60.57
ST-2308,185.22,145.82
ST-2307,209.27,18.3
ST-2306,271.27,270.33
ST-2305,778.05,43.53
ST-2304,209.01,22.37
ST-2303,506.35,183.11
ST-2302,388.97,138.22
ST-2301,740.34,58.97
ST-2300,564.36,34.06
ST-230,118.82,57.32
ST-23,276.91,47.58
ST-2299,139.32,46.82
ST-2298,680.55,145.47
ST-2297,657.62,30.63
ST-2296,417.6,88.17
ST-2295,216.66,38.87
ST-2294,102.93,118.37
ST-2293,170.84,138.96
ST-2292,398.12,13.26
ST-2291,300.97,114.24
ST-2290,97.47,50.87
ST-229,384.01,52.52
ST-2289,97.73,65.36
ST-2288,107.49,77.04
ST-2287,289.2,23.97
ST-2286,172.85,46.57
ST-2285,61.05,45.89
ST-2284,159.29,126.26
ST-2283,121.85,23.35
ST-2282,149.77,29.18
ST-2281,720.47,84.65
ST-2280,324.89,53.74
ST-228,129.32,6.9
ST-2279,1224.74,31.72
ST-2278,1143.44,185.71
ST-2277,109.4,9.17
ST-2276,373.06,230.78
ST-2275,877.67,92.76
ST-2274,366.71,81.44
ST-2273,302.27,127.71
ST-2272,302.79,138.18
ST-2271,139.02,79.27
ST-2270,348.19,52.88
ST-227,800.68,42.04
ST-2269,286.42,44.66
ST-2268,800.22,29.63
ST-2267,672.03,47.05
ST-2266,366.54,281.91
ST-2265,275.28,92.66
ST-2264,151.85,51.72
ST-2263,831.3,10.64
ST-2262,769.77,79.97
ST-2261,721.75,44.12
ST-2260,2990.22,11.72
ST-226,662.78,153.46
ST-2259,2658.16,0.77
ST-2258,190.45,85.25
ST-2257,129.38,72.91
ST-2256,789.69,56.99
ST-2255,612.62,35.33
ST-2254,453.82,146.33
ST-2253,624.96,23.43
ST-2252,562.55,22.01
ST-2251,746.54,32.59
ST-2250,295.03,51.28
ST-225,460.12,51.63
ST-2249,231.14,76.89
ST-2248,321.06,43.74
ST-2247,671.23,28.87
ST-2246,17.71,94.7
ST-2245,1190.86,27.43
ST-2244,882.01,13.34
ST-2243,833.26,13.68
ST-2242,983.32,17.04
ST-2241,1503.91,120.21
ST-2240,665.84,35.13
ST-224,823.0,40.54
ST-2239,716.7,12.11
ST-2238,592.15,64.29
ST-2237,981.4,32.13
ST-2236,940.29,43.78
ST-2235,460.95,37.18
ST-2234,673.21,63.71
ST-2233,732.11,61.13
ST-2232,704.96,19.99
ST-2231,644.07,85.02
ST-2230,124.26,39.56
ST-223,677.64,29.2
ST-2229,460.08,44.51
ST-2228,55.81,67.94
ST-2227,281.44,86.98
ST-2226,23.02,16.5
ST-2225,27.38,61.11
ST-2224,363.67,19.54
ST-2223,98.27,36.84
ST-2222,98.84,63.29
ST-2221,817.99,131.71
ST-2220,703.73,97.57
ST-222,750.29,57.51
