´ë¿©¼Ò_ID,nearest_subway_dist_m,nearest_bus_dist_m
ST-2219,264.58,128.28
ST-2218,251.08,138.92
ST-2217,313.18,42.04
ST-2216,647.6,49.77
ST-2215,715.99,8.1
ST-2214,857.87,44.74
ST-2213,1098.51,39.23
ST-2212,915.05,74.81
ST-2211,1158.59,98.51
ST-2210,1348.37,25.6
ST-221,785.92,257.88
ST-2209,1203.65,13.84
ST-2208,419.05,159.26
ST-2207,491.74,99.53
ST-2206,326.04,30.59
ST-2205,274.24,76.54
ST-2204,884.22,62.11
ST-2203,545.88,76.32
ST-2202,538.25,113.17
ST-2201,48.05,13.7
ST-2200,457.47,48.2
ST-220,1298.52,106.08
ST-22,309.0,122.18
ST-2199,316.45,30.37
ST-2198,131.65,125.22
ST-2197,92.67,104.15
ST-2196,14.81,57.87
ST-2195,600.44,50.21
ST-2194,480.51,61.76
ST-2193,1110.34,155.81
ST-2192,290.49,47.87
ST-2191,70.92,25.99
ST-2190,405.29,97.02
ST-219,809.01,18.34
ST-2189,366.07,38.6
ST-2188,625.59,45.79
ST-2187,209.13,170.66
ST-2186,387.92,48.29
ST-2185,362.36,27.23
ST-2184,294.59,88.08
ST-2183,575.15,27.47
ST-2182,34.32,84.18
ST-2181,331.05,47.92
ST-2180,24.35,118.71
ST-218,31.84,42.16
ST-2179,65.1,100.75
ST-2178,126.4,176.37
ST-2177,191.13,36.18
ST-2176,570.95,13.73
ST-2175,320.25,35.58
ST-2174,453.5,65.28
ST-2173,81.2,66.4
ST-2172,157.87,33.9
ST-2171,326.49,62.58
ST-2170,389.7,100.04
ST-217,287.17,74.45
ST-2169,241.4,39.69
ST-2168,135.79,61.93
ST-2167,398.39,16.18
ST-2166,27.92,22.07
ST-2165,473.1,27.2
ST-2164,752.6,9.51
ST-2163,319.94,122.44
ST-2162,724.47,221.19
ST-2161,494.99,44.69
ST-2160,171.25,104.72
ST-216,37.96,20.84
ST-2159,132.15,154.69
ST-2158,561.72,102.44
ST-2157,725.1,104.12
ST-2156,287.67,105.69
ST-2155,460.33,199.34
ST-2154,330.82,24.88
ST-2153,269.22,38.73
ST-2152,211.99,144.38
ST-2151,332.43,135.28
ST-2150,857.55,204.56
ST-215,439.74,49.32
ST-2149,715.12,14.11
ST-2148,1164.34,28.85
ST-2147,1421.72,28.85
ST-2146,566.24,53.27
ST-2145,78.12,54.32
ST-2144,338.85,301.17
ST-2143,196.24,96.37
ST-2142,78.25,91.06
ST-2141,324.43,83.06
ST-2140,105.23,36.78
ST-214,82.41,47.11
ST-2139,344.94,112.21
ST-2138,288.84,138.35
ST-2137,17.55,35.61
ST-2136,190.86,97.67
ST-2135,566.32,42.57
ST-2134,362.91,54.78
ST-2133,17.84,55.25
ST-2132,730.92,20.0
ST-2131,368.85,81.67
ST-2130,1009.08,32.78
ST-213,516.88,70.12
ST-2129,1336.07,12.59
ST-2128,361.44,54.89
ST-2127,832.79,27.14
ST-2126,792.53,17.94
ST-2125,184.22,40.67
ST-2124,520.31,16.1
ST-2123,700.39,118.39
ST-2122,1413.02,97.93
ST-2121,1190.01,94.09
ST-2120,251.36,55.29
ST-212,44.54,9.49
ST-2119,302.01,29.86
ST-2118,779.64,28.57
ST-2117,1050.07,21.24
ST-2116,1113.9,6.14
ST-2115,588.94,111.56
ST-2114,1359.26,36.01
ST-2113,1418.41,7.85
ST-2112,1117.15,74.19
ST-2111,291.91,76.8
ST-2110,140.64,120.5
ST-211,346.13,40.37
ST-2109,96.08,76.98
ST-2108,228.1,107.35
ST-2107,495.89,170.86
ST-2106,1181.69,166.78
ST-2105,372.15,365.36
ST-2104,373.76,26.18
ST-2103,145.14,9.44
ST-2102,39.48,74.58
ST-2101,315.68,20.73
ST-2100,595.01,34.44
ST-210,491.72,9.64
ST-21,253.83,82.61
ST-2099,222.74,102.59
ST-2098,709.21,42.23
ST-2097,249.43,48.27
ST-2096,503.23,90.99
ST-2095,236.75,42.4
ST-2094,204.07,13.04
ST-2093,170.34,22.52
ST-2092,526.85,124.54
ST-2091,128.74,60.41
ST-2090,826.53,106.81
ST-209,970.43,133.71
ST-2089,319.11,51.67
ST-2088,527.29,125.62
ST-2087,184.16,41.73
ST-2086,753.35,86.9
ST-2085,428.9,92.62
ST-2084,586.05,66.76
ST-2083,1196.17,35.46
ST-2082,1025.85,111.46
ST-2081,869.93,103.37
ST-2080,831.57,153.62
ST-208,400.53,47.7
ST-2079,575.31,23.38
ST-2078,506.86,41.83
ST-2077,266.45,98.59
ST-2076,323.54,25.25
ST-2075,168.89,46.9
ST-2074,495.65,8.48
ST-2073,574.39,175.48
ST-2072,246.0,98.67
ST-2071,1355.45,40.4
ST-2070,1077.8,90.49
ST-207,169.97,78.93
ST-2069,1278.17,89.14
ST-2068,617.46,158.95
ST-2067,722.87,131.31
ST-2066,747.41,27.7
ST-2065,616.92,41.59
ST-2064,431.28,169.84
ST-2063,586.95,19.45
ST-2062,638.07,67.17
ST-2061,460.34,121.23
ST-2060,329.29,213.16
ST-206,400.96,177.69
ST-2059,392.36,15.37
ST-2058,858.8,155.62
ST-2057,823.83,54.43
ST-2056,779.12,45.44
ST-2055,61.07,51.68
ST-2054,20.09,26.94
ST-2053,230.89,98.28
ST-2052,269.01,226.28
ST-2051,377.17,267.15
ST-2050,518.21,35.63
ST-205,33.55,50.99
ST-2049,666.63,209.79
ST-2048,454.76,261.17
ST-2047,246.99,44.44
ST-2046,308.33,99.79
ST-2045,68.37,66.29
ST-2044,339.67,293.59
ST-2043,626.79,101.23
ST-2042,506.18,77.29
ST-2041,244.37,143.62
ST-2040,269.0,187.39
ST-204,41.3,26.35
ST-2039,976.09,29.84
ST-2038,387.5,100.42
ST-2037,532.91,51.75
ST-2036,371.89,97.58
ST-2035,447.46,218.61
ST-2034,665.73,244.4
ST-2033,450.83,78.54
ST-2032,470.62,42.91
ST-2031,19.85,45.4
ST-2030,689.78,108.23
ST-203,30.85,37.47
ST-2029,915.33,134.55
ST-2028,388.45,130.57
ST-2027,532.23,51.5
ST-2026,327.53,144.76
ST-2025,416.1,121.77
ST-2024,611.37,54.75
ST-2023,350.46,55.42
ST-2022,354.74,88.1
ST-2021,570.82,72.97
ST-2020,320.94,48.2
ST-202,31.4,28.86
ST-2019,2891.74,82.41
ST-2018,262.64,106.9
ST-2017,388.49,148.14
ST-2016,449.68,36.74
ST-2015,496.81,220.88
ST-2014,49.22,31.33
ST-2013,572.17,68.9
ST-2012,729.7,12.75
ST-2011,565.26,77.65
ST-2010,637.66,13.94
ST-201,115.89,71.94
ST-2009,508.57,32.22
ST-2008,2012.31,14.71
ST-2007,660.48,78.2
ST-2006,565.36,96.79
ST-2005,190.33,46.47
ST-2004,1032.32,8.26
ST-2003,1052.92,20.82
ST-2002,655.92,237.7
ST-2001,1364.66,69.82
ST-2000,183.97,35.4
ST-200,44.91,41.68
ST-20,69.92,30.87
ST-1999,39.56,47.66
ST-1998,250.52,38.69
ST-1997,519.95,34.3
ST-1996,39.24,43.96
ST-1995,375.51,53.54
ST-1994,964.71,27.55
ST-1993,1480.34,128.55
ST-1992,162.6,4.33
ST-1991,358.09,38.54
ST-1990,73.47,29.6
ST-199,360.24,73.94
ST-1989,523.48,44.23
ST-1988,722.59,119.37
ST-1987,622.94,375.36
ST-1986,601.8,66.84
ST-1985,697.84,32.08
ST-1984,438.29,24.11
ST-1983,197.71,55.11
ST-1982,504.56,172.35
ST-1981,339.44,31.18
ST-1980,425.92,59.37
ST-198,36.03,179.29
ST-1979,22.77,41.88
ST-1978,522.92,92.94
ST-1977,394.22,37.58
ST-1976,660.43,231.64
ST-1975,677.03,65.43
ST-1974,722.06,88.56
ST-1973,531.63,69.23
ST-1972,437.42,52.97
ST-1971,575.68,43.65
ST-1970,322.88,257.72
ST-197,57.06,109.96
ST-1969,463.42,243.97
ST-1968,403.78,92.67
ST-1967,368.53,26.09
ST-1966,664.94,72.05
ST-1965,853.35,53.73
ST-1964,181.65,51.37
ST-1963,460.44,22.34
ST-1962,861.97,520.92
ST-1961,807.47,5.41
ST-1960,591.06,36.44
ST-196,135.41,94.73
ST-1959,417.89,37.12
ST-1958,488.39,34.72
ST-1957,762.27,5.41
ST-1956,1257.64,129.58
ST-1955,1109.93,29.61
ST-1954,1408.05,42.46
ST-1953,1393.48,39.16
ST-1952,1158.65,54.72
ST-1951,1123.49,62.37
ST-1950,1315.01,78.09
ST-195,246.73,66.85
ST-1949,1306.16,66.52
ST-1948,1040.26,40.85
ST-1947,1042.55,53.89
ST-1946,1096.64,46.27
ST-1945,1090.68,28.62
ST-1944,1147.59,122.11
ST-1943,1117.3,123.96
ST-1942,591.05,162.2
ST-1941,1144.67,28.42
ST-1940,447.53,27.55
ST-194,49.2,72.91
ST-1939,1168.37,34.33
ST-1938,152.74,25.51
ST-1937,468.37,66.45
ST-1936,232.53,85.42
ST-1935,502.79,87.11
ST-1934,681.56,149.29
ST-1933,710.38,190.51
ST-1932,232.24,117.48
ST-1931,1151.81,279.82
ST-1930,710.86,63.24
ST-193,297.63,143.07
ST-1929,672.12,80.0
ST-1928,88.27,50.48
ST-1927,556.99,52.68
ST-1926,115.29,79.16
ST-1925,2220.81,9.74
ST-1924,485.33,47.42
ST-1923,612.67,36.8
ST-1922,209.29,47.6
ST-1921,1250.47,92.83
ST-1920,125.68,34.79
ST-192,134.11,68.13
ST-1919,2426.98,20.73
ST-1918,482.03,50.08
ST-1917,1000.29,7.27
ST-1916,814.48,101.2
ST-1915,396.8,40.99
ST-1914,284.96,52.92
ST-1913,747.82,45.38
ST-1912,211.78,97.62
ST-1911,384.99,15.03
ST-1910,202.66,86.16
ST-191,101.49,86.61
ST-1909,340.54,8.26
ST-1908,451.59,103.3
ST-1907,232.09,85.39
ST-1906,436.95,24.36
ST-1905,568.66,106.26
ST-1904,763.31,178.94
ST-1903,811.29,93.81
ST-1902,816.16,96.87
ST-1901,840.63,20.81
ST-1900,300.27,136.5
ST-190,237.88,217.93
ST-19,36.85,62.0
ST-1899,91.96,27.33
ST-1898,411.92,54.92
ST-1897,85.24,65.89
ST-1896,54.82,24.36
ST-1895,12.39,116.15
ST-1894,537.38,24.28
ST-1893,224.63,58.19
ST-1892,1973.01,99.97
ST-1891,1898.22,5.84
ST-1890,2324.66,6.45
ST-189,175.47,51.92
ST-1889,313.13,41.89
ST-1888,645.94,78.75
ST-1887,65.52,5.42
ST-1886,47.92,114.05
ST-1885,49.21,76.77
ST-1884,48.91,91.67
ST-1883,278.0,170.97
ST-1882,70.87,29.77
ST-1881,69.06,45.57
ST-1880,386.87,31.54
ST-188,312.84,219.05
ST-1879,34.37,100.45
ST-1878,804.32,32.13
ST-1877,533.47,8.05
ST-1876,596.9,125.26
ST-1875,680.27,263.51
ST-1874,415.5,103.18
ST-1873,718.73,181.22
ST-1872,32.55,215.35
ST-1871,1056.86,90.15
ST-1870,511.15,60.04
ST-187,74.49,118.66
ST-1869,847.74,45.21
ST-1868,264.76,52.63
ST-1867,442.62,91.95
ST-1866,23.45,148.34
ST-1865,443.53,29.96
ST-1864,224.34,67.8
ST-1863,990.56,16.98
ST-1862,67.05,71.4
ST-1861,980.29,74.41
ST-1860,1676.93,197.67
ST-186,20.74,57.21
ST-1859,33.57,88.09
ST-1858,574.53,197.34
ST-1857,505.42,79.63
ST-1856,631.73,43.58
ST-1855,93.69,189.79
ST-1854,772.45,48.94
ST-1853,65.44,144.46
ST-1852,638.65,91.7
ST-1851,354.84,182.22
ST-1850,25.51,77.1
ST-185,64.42,16.97
ST-1849,905.21,181.93
ST-1848,261.25,72.09
ST-1847,92.99,28.76
ST-1846,154.51,73.5
ST-1845,391.81,12.02
ST-1844,633.24,11.35
ST-1843,14.27,27.96
ST-1842,292.45,164.92
ST-1841,376.76,108.85
ST-1840,659.84,54.77
ST-184,330.33,71.35
ST-1839,462.46,147.48
ST-1838,51.73,40.32
ST-1837,249.59,7.16
ST-1836,467.34,40.78
ST-1835,577.61,80.69
ST-1834,382.53,92.31
ST-1833,40.77,71.76
ST-1832,514.66,32.13
ST-1831,342.01,19.56
ST-1830,324.14,104.4
ST-183,389.33,45.82
ST-1829,271.89,10.73
ST-1828,2073.39,36.68
ST-1827,2078.28,20.73
ST-1826,1936.06,48.37
ST-1825,1840.29,52.06
ST-1824,286.9,56.6
ST-1823,52.4,36.38
ST-1822,407.42,83.24
ST-1821,1444.75,86.22
ST-1820,554.42,13.07
ST-182,440.04,23.73
ST-1819,497.9,48.5
ST-1818,168.59,41.08
ST-1817,283.75,0.95
ST-1816,397.71,105.05
ST-1815,39.56,58.42
ST-1814,214.99,43.87
ST-1813,82.86,16.92
ST-1812,30.28,109.34
ST-1811,43.41,29.73
ST-1810,426.08,80.95
ST-181,233.88,39.08
ST-1809,238.57,26.6
ST-1808,226.22,22.11
ST-1807,96.18,98.78
ST-1806,326.86,4.71
ST-1805,66.48,98.65
ST-1804,195.97,37.27
ST-1803,281.05,107.55
ST-1802,295.49,156.04
ST-1801,112.35,53.72
ST-1800,415.83,30.62
ST-180,82.1,101.93
ST-18,72.61,18.41
ST-1799,710.55,181.53
ST-1798,223.56,121.44
ST-1797,527.34,472.91
ST-1796,474.65,120.24
ST-1795,655.91,11.78
ST-1794,846.6,70.08
ST-1793,70.81,33.88
ST-1792,797.58,168.34
ST-1791,111.54,120.26
ST-1790,272.33,80.0
ST-179,79.19,37.53
ST-1789,72.25,23.31
ST-1788,403.75,22.93
ST-1787,102.32,146.12
ST-1786,31.24,83.22
ST-1785,51.99,123.73
ST-1784,356.61,285.23
ST-1783,258.97,54.1
ST-1782,153.59,24.84
ST-1781,332.26,17.39
ST-1780,90.9,64.22
ST-178,38.88,85.52
ST-1779,62.2,107.84
ST-1778,338.83,11.73
ST-1777,332.03,92.56
ST-1776,206.87,160.47
ST-1775,185.38,169.32
ST-1774,273.26,42.28
ST-1773,449.29,96.34
ST-1772,241.16,43.69
ST-1771,398.19,45.37
ST-1770,143.01,34.54
ST-177,65.69,11.46
ST-1769,445.86,138.06
ST-1768,185.82,20.4
ST-1767,237.14,110.41
ST-1766,683.56,35.48
ST-1765,994.82,150.28
ST-1764,228.71,61.48
ST-1763,182.78,11.94
ST-1762,506.23,163.18
ST-1761,298.1,35.13
ST-1760,373.31,195.03
ST-176,318.97,36.43
ST-1759,1245.8,164.92
ST-1758,592.51,364.87
ST-1757,450.69,51.77
ST-1756,917.78,20.29
ST-1755,941.93,13.92
ST-1754,1587.11,96.84
ST-1753,537.88,33.76
ST-1752,2278.46,96.64
ST-1751,158.34,115.94
ST-1750,78.31,35.09
ST-175,50.86,99.39
ST-1749,427.42,56.19
ST-1748,1132.83,664.33
ST-1747,341.12,108.17
ST-1746,359.33,66.99
ST-1745,552.43,140.29
ST-1744,1093.1,47.27
ST-1743,1318.58,66.2
ST-1742,477.8,34.27
ST-1741,576.68,391.31
ST-1740,857.35,24.24
ST-174,678.52,24.65
ST-1739,149.03,42.16
ST-1736,49.59,34.48
ST-1735,515.14,49.72
ST-1734,262.76,56.27
ST-1733,419.98,81.87
ST-1732,660.36,57.54
ST-1731,40.85,86.13
ST-1730,44.44,92.13
ST-173,292.84,26.65
ST-1729,57.6,154.52
ST-1728,40.96,108.51
ST-1727,310.64,154.2
ST-1726,826.5,8.54
ST-1725,1133.84,3.83
ST-1724,702.95,28.61
ST-1723,425.61,32.99
ST-1722,744.07,66.8
ST-1721,810.62,21.98
ST-1720,26.9,32.31
ST-172,576.46,22.3
ST-1719,35.69,119.49
ST-1718,38.35,19.3
ST-1717,353.55,34.28
ST-1716,502.24,118.73
ST-1715,316.12,137.52
ST-1714,245.56,159.13
ST-1713,486.32,78.5
ST-1712,632.4,153.84
ST-1711,527.29,242.68
ST-1710,540.69,73.4
ST-171,621.86,31.45
ST-1709,112.16,44.73
ST-1708,518.91,10.59
ST-1707,315.9,58.52
ST-1706,506.77,28.3
ST-1705,682.78,521.01
ST-1704,794.69,52.0
ST-1703,1300.52,436.37
ST-1702,881.97,29.42
ST-1701,631.36,54.02
ST-1700,675.38,53.36
ST-170,429.95,72.06
ST-17,314.91,77.19
ST-1699,588.03,32.91
ST-1698,488.09,66.29
ST-1697,758.72,29.92
ST-1696,211.27,294.67
ST-1695,74.55,72.21
ST-1694,106.44,53.56
ST-1693,483.96,212.41
ST-1692,330.92,13.02
ST-1691,127.36,40.7
ST-1690,294.92,119.05
ST-169,326.04,51.04
ST-1689,151.76,25.74
ST-1688,503.41,51.33
ST-1687,761.22,93.62
ST-1686,844.72,23.05
ST-1685,715.93,47.75
ST-1684,654.14,165.96
ST-1683,504.89,34.23
ST-1682,262.2,153.18
ST-1681,160.76,135.33
ST-1680,264.69,18.22
ST-168,770.36,49.66
ST-1679,579.18,16.93
ST-1678,19.34,62.82
ST-1677,389.49,155.43
ST-1676,1011.68,57.95
ST-1675,22.2,55.14
ST-1674,898.09,38.95
ST-1673,717.0,511.78
ST-1672,740.13,44.18
ST-1671,139.08,52.45
ST-1670,268.32,100.03
ST-167,1058.31,46.69
ST-1669,574.9,20.79
ST-1668,46.68,101.64
ST-1667,64.68,16.15
ST-1665,242.51,8.74
ST-1664,501.05,74.63
ST-1663,742.11,31.1
ST-1662,738.21,56.89
ST-1661,46.29,109.56
ST-1660,166.67,60.15
ST-166,170.68,220.77
ST-1659,471.55,82.52
ST-1658,55.92,60.97
ST-1657,1325.03,11.57
ST-1656,105.22,41.17
ST-1655,474.25,44.91
ST-1654,580.24,61.68
ST-1653,348.02,98.49
ST-1652,293.08,54.14
ST-1651,759.96,69.65
ST-1650,557.66,45.17
ST-165,440.94,30.36
ST-1649,184.63,193.13
ST-1648,249.26,76.95
ST-1647,803.61,45.16
ST-1646,471.16,24.81
ST-1645,633.52,156.06
ST-1644,1371.01,13.57
ST-1643,1180.78,77.78
ST-1642,521.19,39.01
ST-1641,336.88,47.95
ST-1640,39.28,44.42
ST-164,330.33,71.35
ST-1639,86.7,19.23
ST-1638,409.86,30.9
ST-1637,220.17,26.26
ST-1636,230.09,63.38
ST-1635,54.66,77.8
ST-1634,1183.86,109.56
ST-1633,461.83,109.31
ST-1632,241.87,20.9
ST-1631,135.91,275.88
ST-1630,1276.37,60.96
ST-163,22.29,20.82
ST-1629,558.05,19.73
ST-1628,704.83,131.43
ST-1627,822.55,50.67
ST-1626,276.7,215.99
ST-1625,755.8,64.61
ST-1623,378.18,53.63
ST-1622,710.46,186.14
ST-1621,727.47,60.22
ST-1620,763.04,33.24
ST-162,231.26,114.03
ST-1619,186.14,171.9
ST-1618,442.37,34.75
ST-1617,399.33,50.35
ST-1616,417.18,43.62
ST-1615,316.84,50.52
ST-1614,16.47,32.13
ST-1613,562.18,32.85
ST-1612,203.76,144.58
ST-1611,184.55,50.28
ST-1610,188.52,115.41
ST-161,282.77,135.31
ST-1609,327.9,33.86
ST-1608,285.28,35.57
ST-1607,306.36,19.04
ST-1606,106.74,77.22
ST-1605,228.89,25.86
ST-1604,799.09,268.87
ST-1603,226.73,11.69
ST-1602,849.53,39.02
ST-1601,522.74,32.95
ST-1600,424.56,173.86
ST-160,434.05,33.97
ST-16,167.82,25.04
ST-1599,841.0,77.93
ST-1598,268.55,118.7
ST-1597,706.95,123.95
ST-1596,400.41,9.55
ST-1595,467.41,119.67
ST-1594,669.7,275.77
ST-1593,285.41,5.06
ST-1592,426.79,66.06
ST-1591,1046.94,53.29
ST-1590,491.46,39.85
ST-159,577.76,93.99
ST-1589,1057.55,75.69
ST-1588,115.03,278.14
ST-1587,261.21,103.0
ST-1586,470.27,142.49
ST-1585,458.65,60.33
ST-1584,78.74,61.9
ST-1583,448.72,77.27
ST-1582,446.26,165.67
ST-1581,618.01,192.46
ST-1580,596.34,52.22
ST-158,289.71,129.7
ST-1579,1033.5,225.43
ST-1578,1152.48,55.93
ST-1577,201.79,11.42
ST-1576,340.86,130.57
ST-1575,232.62,19.48
ST-1574,62.07,89.51
ST-1573,335.53,44.5
ST-1572,439.33,46.37
ST-1571,353.92,13.26
ST-1570,64.44,60.73
ST-157,85.18,46.77
ST-1569,385.18,37.94
ST-1568,469.62,44.06
ST-1567,445.96,131.86
ST-1566,401.41,142.49
ST-1565,882.2,122.96
ST-1564,839.52,50.36
ST-1563,1163.6,52.66
ST-1562,1405.24,4.33
ST-1561,1206.45,140.34
ST-1560,757.85,29.85
ST-156,379.69,5.48
ST-1559,342.15,41.07
ST-1558,987.19,115.09
ST-1557,664.54,32.13
ST-1556,416.73,31.48
ST-1555,87.64,64.52
ST-1554,338.44,67.45
ST-1553,56.56,32.41
ST-1552,402.33,171.16
ST-1551,972.7,77.0
ST-1550,919.17,127.66
ST-155,323.45,82.86
ST-1549,310.47,160.67
ST-1548,377.89,92.52
ST-1547,437.97,42.28
ST-1546,76.09,13.61
ST-1545,40.66,35.23
ST-1544,578.55,32.85
ST-1543,249.47,48.07
ST-1542,575.56,71.24
ST-1541,397.05,42.43
ST-1540,561.04,60.42
ST-154,408.07,94.11
ST-1539,661.9,9.04
ST-1538,698.35,67.04
ST-1537,926.33,183.08
ST-1536,576.26,64.08
ST-1535,862.11,139.27
ST-1534,875.66,11.97
ST-1533,1770.66,52.93
ST-1532,659.52,34.16
ST-1531,151.83,108.1
ST-1530,300.33,25.11
ST-153,603.1,20.71
ST-1529,91.32,173.62
ST-1528,502.12,19.89
ST-1527,740.38,71.2
ST-1526,250.59,42.46
ST-1525,197.97,63.57
ST-1524,849.93,52.18
ST-1523,833.31,2.08
ST-1522,484.82,78.07
ST-1521,551.44,59.73
ST-1520,1115.74,220.06
ST-152,84.93,36.52
ST-1519,707.13,21.29
ST-1518,1185.78,90.42
ST-1517,482.99,232.15
ST-1516,413.13,74.86
ST-1515,8.11,5.45
ST-1514,1126.94,43.75
ST-1513,500.82,30.92
ST-1512,513.74,142.32
ST-1511,604.65,60.72
ST-1510,530.9,93.96
ST-151,29.11,59.17
ST-1509,443.54,23.73
ST-1508,378.72,23.3
ST-1507,318.49,9.84
ST-1506,47.71,52.56
ST-1505,727.81,111.48
ST-1504,619.52,28.14
ST-1503,221.09,80.99
ST-1502,1088.76,39.24
ST-1501,1367.84,72.89
ST-1500,1113.67,210.3
ST-150,21.98,89.47
ST-15,62.42,26.56
ST-1499,639.46,116.3
ST-1498,1811.15,28.33
ST-1497,257.59,179.73
ST-1496,726.38,23.75
ST-1495,661.65,35.04
ST-1494,429.83,120.97
ST-1493,485.63,46.17
ST-1492,87.1,22.64
ST-1491,375.19,39.01
ST-1490,1386.69,289.53
ST-149,576.39,57.32
ST-1489,1106.13,223.75
ST-1488,298.39,37.08
ST-1487,446.07,158.78
ST-1486,880.53,22.39
ST-1485,419.15,83.84
ST-1484,324.79,31.69
ST-1483,277.13,190.5
ST-1482,38.61,39.11
ST-1481,174.51,112.94
ST-1480,545.37,27.08
ST-148,346.6,78.01
ST-1479,628.23,70.81
ST-1478,414.49,58.17
ST-1477,578.77,200.52
ST-1476,423.07,51.04
ST-1475,1482.9,35.61
ST-1474,20.77,105.73
ST-1473,1324.36,45.68
ST-1472,744.44,134.36
ST-1471,1108.22,188.32
ST-1470,212.1,79.88
ST-147,396.77,62.19
ST-1469,1055.36,56.32
ST-1468,451.76,42.45
ST-1467,73.1,124.79
ST-1466,1072.18,26.8
ST-1465,542.71,85.74
ST-1464,112.91,158.28
ST-1463,398.92,141.51
ST-1462,203.44,111.6
ST-1461,493.88,19.47
ST-1460,342.83,79.15
ST-146,286.42,57.82
ST-1459,236.99,56.29
ST-1458,266.86,69.37
ST-1457,832.2,43.0
ST-1456,267.67,74.76
ST-1455,283.68,167.28
ST-1454,27.29,36.83
ST-1453,495.02,54.99
ST-1452,396.25,27.34
ST-1451,266.4,97.12
ST-1450,668.74,29.26
ST-145,409.84,0.78
ST-1449,484.26,227.38
ST-1448,472.66,44.15
ST-1447,1595.74,149.5
ST-1446,883.19,65.77
ST-1445,199.86,123.23
ST-1444,844.31,121.34
ST-1443,99.29,115.51
ST-1442,308.87,10.56
ST-1441,909.62,95.68
ST-1440,376.69,73.21
ST-144,302.55,58.91
ST-1439,292.87,40.05
ST-1438,209.81,37.8
ST-1437,212.83,188.97
ST-1436,397.02,82.05
ST-1435,8.88,16.71
ST-1434,231.2,159.23
ST-1433,324.92,118.0
ST-1432,368.46,33.85
ST-143,266.77,44.93
ST-1429,723.33,311.61
ST-1428,257.44,152.74
ST-1427,347.29,57.98
ST-1426,417.94,166.12
ST-1425,1590.54,50.15
ST-1424,611.96,70.76
ST-1423,364.83,19.21
ST-1422,841.67,31.34
ST-1421,236.13,26.5
ST-1420,126.46,70.77
ST-142,68.54,56.01
ST-1419,795.93,101.85
ST-1418,1361.91,17.37
ST-1417,1287.05,63.63
ST-1416,1633.34,23.96
ST-1414,470.9,9.71
ST-1413,621.62,31.91
ST-1411,395.42,223.11
ST-1410,326.8,19.33
ST-1409,251.3,55.78
ST-1408,814.82,103.84
ST-1407,1619.02,75.36
ST-1406,561.91,84.97
ST-1405,390.12,43.07
ST-1404,76.83,105.68
ST-1403,104.39,33.59
ST-1402,591.39,150.15
ST-1400,961.13,16.86
ST-140,372.24,43.01
ST-14,766.59,197.64
ST-1398,1746.58,58.62
ST-1397,418.39,46.51
ST-1396,1101.85,326.16
ST-1395,1202.01,463.93
ST-1394,428.05,145.67
ST-1392,25.54,19.52
ST-1391,42.82,122.36
ST-1390,16.98,6.52
ST-139,428.39,75.11
ST-1389,27.98,66.48
ST-1388,18.54,118.81
ST-1387,87.53,28.77
ST-1386,10.38,24.53
ST-1385,1434.76,16.69
ST-1384,309.14,48.2
ST-1383,10.42,17.37
ST-1381,523.29,73.21
ST-1380,891.78,76.41
ST-138,391.18,75.13
ST-1379,648.61,42.84
ST-1378,625.32,30.61
ST-1377,155.74,79.88
ST-1376,23.06,69.2
ST-1375,85.01,123.37
ST-1374,388.3,44.15
ST-1373,200.96,61.27
ST-1372,87.93,78.77
ST-1371,562.73,55.5
ST-1370,597.3,116.39
ST-137,147.51,119.7
ST-1369,291.9,182.61
ST-1367,826.82,90.56
ST-1366,275.96,57.88
ST-1365,136.61,41.83
ST-1364,1210.09,103.28
ST-1361,951.35,104.3
ST-1360,234.42,32.64
ST-136,88.87,155.21
ST-1359,738.64,80.96
ST-1357,332.49,99.05
ST-1356,162.45,92.13
ST-1355,437.39,61.93
ST-1354,53.04,41.14
ST-1353,376.76,37.46
ST-1352,741.66,34.31
ST-1351,611.22,30.66
ST-1350,617.27,197.6
ST-1349,617.77,46.17
ST-1348,696.64,108.96
ST-1347,381.05,43.99
ST-1346,372.84,52.36
ST-1345,251.15,58.94
ST-1344,230.41,158.57
ST-1343,1029.95,111.29
ST-1342,108.67,34.16
ST-1341,45.98,30.46
ST-134,177.79,95.4
ST-1339,127.19,129.99
ST-1338,457.3,12.14
ST-1337,73.17,51.1
ST-1336,85.99,272.8
ST-1335,1032.28,74.34
ST-1334,387.35,73.3
ST-1333,56.87,64.61
ST-1332,71.72,124.55
ST-1331,512.57,11.48
ST-1329,689.92,64.38
ST-1328,170.94,128.86
ST-1327,617.31,35.77
ST-1326,808.69,161.63
ST-1325,54.2,41.3
ST-1324,891.07,313.95
ST-1323,373.81,37.12
ST-1322,283.03,135.81
ST-1321,208.11,197.03
ST-1320,321.21,41.01
ST-132,103.52,19.74
ST-1319,108.8,38.37
ST-1317,24.57,38.93
ST-1316,540.75,90.82
ST-1315,71.61,155.65
ST-1314,1195.66,62.05
ST-1313,1376.63,277.15
ST-1312,1258.62,67.72
ST-1311,1910.25,62.69
ST-1310,512.73,290.38
ST-131,217.64,65.44
ST-1309,403.1,28.11
ST-1308,866.52,52.99
ST-1307,423.66,34.46
ST-1306,471.09,112.04
ST-1305,57.28,49.18
ST-1303,220.76,10.84
ST-1302,625.18,25.67
ST-1300,615.28,14.58
