"구분별(1)",구분별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"구분별(1)",구분별(2),통근함 (%),통근시 평균 소요 시간(편도기준) (분),통근 지역별 평균 소요 시간(편도 기준) (분),통근 지역별 평균 소요 시간(편도 기준) (분),통근 지역별 평균 소요 시간(편도 기준) (분),통근 지역별 평균 소요 시간(편도 기준) (분),통근 지역별 평균 소요 시간(편도 기준) (분),통근시 이용 교통수단별 평균 소요 시간(편도 기준) (분),통근시 이용 교통수단별 평균 소요 시간(편도 기준) (분),통근시 이용 교통수단별 평균 소요 시간(편도 기준) (분),통근시 이용 교통수단별 평균 소요 시간(편도 기준) (분),통근시 이용 교통수단별 평균 소요 시간(편도 기준) (분),통근시 이용 교통수단별 평균 소요 시간(편도 기준) (분),통근시 이용 교통수단별 평균 소요 시간(편도 기준) (분),통근시 이용 교통수단별 평균 소요 시간(편도 기준) (분),통근시 이용 교통수단별 평균 소요 시간(편도 기준) (분)
"구분별(1)",구분별(2),소계,소계,거주시군내,도내다른 시군,서울,인천,타 시도,승용차,버스,전철 지하철,택시,기차,걸어서,자전거,승합차,기타
"지역별",안성시,62.6,26.5,18.5,41.3,90.3,90.0,52.4,26.6,44.8,114.7,0.0,120.0,8.7,18.1,28.3,25.8
"지역별",김포시,61.8,44.8,23.0,62.3,76.7,48.3,107.6,41.9,51.9,75.3,30.0,0.0,11.5,19.9,35.7,31.0
"지역별",화성시,65.7,36.6,26.6,44.4,86.4,84.8,78.1,35.9,47.4,88.3,16.8,104.7,12.3,15.7,24.6,33.1
"지역별",광주시,65.4,41.1,24.1,45.5,70.8,88.6,90.4,39.3,54.5,63.4,5.0,0.0,9.5,13.5,39.6,36.0
"지역별",양주시,59.9,37.9,21.7,43.1,74.6,98.9,106.9,33.2,45.7,86.8,0.0,0.0,11.8,23.5,46.9,35.9
"지역별",포천시,58.4,23.1,18.1,42.5,70.9,100.5,65.4,24.4,37.5,74.0,5.0,0.0,8.5,8.9,23.4,19.7
"지역별",여주시,65.3,20.0,16.0,37.4,81.4,0.0,56.2,21.4,28.7,103.9,0.0,0.0,8.4,16.0,17.9,12.9
"지역별",연천군,63.3,18.6,15.3,35.7,93.9,90.0,87.0,20.7,21.7,77.0,11.0,0.0,8.7,18.7,20.9,21.7
"지역별",가평군,65.8,20.3,13.2,53.8,76.3,103.9,53.1,24.7,31.3,68.7,15.0,0.0,6.5,11.8,23.1,11.3
"지역별",양평군,47.8,30.5,14.8,55.5,79.9,90.0,67.2,33.2,21.9,78.6,6.1,84.0,7.4,13.4,31.4,15.9
