시군명,구/읍면동명,사고년도,사고유형구분,다발지역FID,다발지역ID,법정동코드,위치코드,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,위도,경도,사고다발지역폴리곤정보
안산시,상록구,2022,자전거사고다발지,6813116,2023016,4127110200,41271002,경기도 안산시 상록구2,경기도 안산시 상록구 이동(단원미술관사거리 부근),3,4,1,2,1,0,37.31531164,126.8481614,"{""type"":""Polygon"",""coordinates"":[[[126.84995805,37.31531164],[126.84992353,37.31503288],[126.84982129,37.31476483],[126.84965526,37.3145178],[126.84943183,37.31430127],[126.84915957,37.31412356],[126.84884896,37.31399152],[126.84851192,37.31391021],[126.84816142,37.31388275],[126.84781091,37.31391021],[126.84747388,37.31399152],[126.84716326,37.31412356],[126.84689101,37.31430127],[126.84666758,37.3145178],[126.84650155,37.31476483],[126.84639931,37.31503288],[126.84636479,37.31531164],[126.84639931,37.3155904],[126.84650155,37.31585845],[126.84666758,37.31610548],[126.84689101,37.31632201],[126.84716326,37.31649971],[126.84747388,37.31663175],[126.84781091,37.31671306],[126.84816142,37.31674051],[126.84851192,37.31671306],[126.84884896,37.31663175],[126.84915957,37.31649971],[126.84943183,37.31632201],[126.84965526,37.31610548],[126.84982129,37.31585845],[126.84992353,37.3155904],[126.84995805,37.31531164]]]}"
양주시,고암동,2022,자전거사고다발지,6814032,2023016,4163011500,41630001,경기도 양주시1,경기도 양주시 고암동(굴사냥고암점 부근),3,3,1,2,0,0,37.83089591,127.0658511,"{""type"":""Polygon"",""coordinates"":[[[127.0676477,37.83089591],[127.06761318,37.83061907],[127.06751094,37.83035287],[127.06734492,37.83010753],[127.06712148,37.8298925],[127.06684923,37.82971602],[127.06653861,37.82958489],[127.06620158,37.82950414],[127.06585107,37.82947687],[127.06550057,37.82950414],[127.06516353,37.82958489],[127.06485292,37.82971602],[127.06458066,37.8298925],[127.06435723,37.83010753],[127.0641912,37.83035287],[127.06408896,37.83061907],[127.06405444,37.83089591],[127.06408896,37.83117274],[127.0641912,37.83143894],[127.06435723,37.83168427],[127.06458066,37.8318993],[127.06485292,37.83207577],[127.06516353,37.8322069],[127.06550057,37.83228765],[127.06585107,37.83231491],[127.06620158,37.83228765],[127.06653861,37.8322069],[127.06684923,37.83207577],[127.06712148,37.8318993],[127.06734492,37.83168427],[127.06751094,37.83143894],[127.06761318,37.83117274],[127.0676477,37.83089591]]]}"
오산시,가수동,2022,자전거사고다발지,6813083,2023016,4137012100,41370001,경기도 오산시1,경기도 오산시 가수동(남촌대교 부근),5,6,0,1,5,0,37.14971788,127.0620797,"{""type"":""Polygon"",""coordinates"":[[[127.06387633,37.14971788],[127.06384181,37.1494385],[127.06373957,37.14916986],[127.06357354,37.14892228],[127.06335011,37.14870528],[127.06307786,37.14852718],[127.06276724,37.14839485],[127.06243021,37.14831336],[127.0620797,37.14828584],[127.0617292,37.14831336],[127.06139216,37.14839485],[127.06108155,37.14852718],[127.06080929,37.14870528],[127.06058586,37.14892228],[127.06041983,37.14916986],[127.06031759,37.1494385],[127.06028307,37.14971788],[127.06031759,37.14999725],[127.06041983,37.15026589],[127.06058586,37.15051346],[127.06080929,37.15073046],[127.06108155,37.15090855],[127.06139216,37.15104088],[127.0617292,37.15112237],[127.0620797,37.15114988],[127.06243021,37.15112237],[127.06276724,37.15104088],[127.06307786,37.15090855],[127.06335011,37.15073046],[127.06357354,37.15051346],[127.06373957,37.15026589],[127.06384181,37.14999725],[127.06387633,37.14971788]]]}"
의정부시,의정부동,2022,자전거사고다발지,6813245,2023016,4115010100,41150001,경기도 의정부시1,경기도 의정부시 의정부동(보건소입구교차로 부근),4,4,0,2,1,1,37.73804798,127.040251,"{""type"":""Polygon"",""coordinates"":[[[127.04204764,37.73804798],[127.04201312,37.73777079],[127.04191088,37.73750426],[127.04174486,37.73725862],[127.04152142,37.73704331],[127.04124917,37.73686661],[127.04093856,37.73673531],[127.04060152,37.73665446],[127.04025101,37.73662716],[127.03990051,37.73665446],[127.03956347,37.73673531],[127.03925286,37.73686661],[127.0389806,37.73704331],[127.03875717,37.73725862],[127.03859114,37.73750426],[127.03848891,37.73777079],[127.03845438,37.73804798],[127.03848891,37.73832516],[127.03859114,37.7385917],[127.03875717,37.73883733],[127.0389806,37.73905263],[127.03925286,37.73922933],[127.03956347,37.73936062],[127.03990051,37.73944147],[127.04025101,37.73946877],[127.04060152,37.73944147],[127.04093856,37.73936062],[127.04124917,37.73922933],[127.04152142,37.73905263],[127.04174486,37.73883733],[127.04191088,37.7385917],[127.04201312,37.73832516],[127.04204764,37.73804798]]]}"
의정부시,의정부동,2022,자전거사고다발지,6813154,2023016,4115010100,41150002,경기도 의정부시2,경기도 의정부시 의정부동(양주교 부근),4,5,0,1,2,2,37.74512918,127.0534874,"{""type"":""Polygon"",""coordinates"":[[[127.05528405,37.74512918],[127.05524953,37.74485202],[127.05514729,37.74458551],[127.05498127,37.74433989],[127.05475783,37.74412461],[127.05448558,37.74394793],[127.05417497,37.74381664],[127.05383793,37.74373579],[127.05348742,37.7437085],[127.05313692,37.74373579],[127.05279988,37.74381664],[127.05248927,37.74394793],[127.05221701,37.74412461],[127.05199358,37.74433989],[127.05182755,37.74458551],[127.05172532,37.74485202],[127.05169079,37.74512918],[127.05172532,37.74540634],[127.05182755,37.74567285],[127.05199358,37.74591846],[127.05221701,37.74613374],[127.05248927,37.74631041],[127.05279988,37.7464417],[127.05313692,37.74652254],[127.05348742,37.74654984],[127.05383793,37.74652254],[127.05417497,37.7464417],[127.05448558,37.74631041],[127.05475783,37.74613374],[127.05498127,37.74591846],[127.05514729,37.74567285],[127.05524953,37.74540634],[127.05528405,37.74512918]]]}"
의정부시,신곡동,2022,자전거사고다발지,6813108,2023016,4115010400,41150003,경기도 의정부시3,경기도 의정부시 신곡동(케이마트 신곡점 부근),4,4,0,1,1,2,37.73596656,127.0617139,"{""type"":""Polygon"",""coordinates"":[[[127.06351052,37.73596656],[127.063476,37.73568937],[127.06337376,37.73542282],[127.06320774,37.73517718],[127.0629843,37.73496186],[127.06271205,37.73478516],[127.06240143,37.73465386],[127.0620644,37.734573],[127.06171389,37.7345457],[127.06136339,37.734573],[127.06102635,37.73465386],[127.06071574,37.73478516],[127.06044348,37.73496186],[127.06022005,37.73517718],[127.06005402,37.73542282],[127.05995178,37.73568937],[127.05991726,37.73596656],[127.05995178,37.73624375],[127.06005402,37.73651029],[127.06022005,37.73675594],[127.06044348,37.73697124],[127.06071574,37.73714794],[127.06102635,37.73727924],[127.06136339,37.73736009],[127.06171389,37.73738739],[127.0620644,37.73736009],[127.06240143,37.73727924],[127.06271205,37.73714794],[127.0629843,37.73697124],[127.06320774,37.73675594],[127.06337376,37.73651029],[127.063476,37.73624375],[127.06351052,37.73596656]]]}"
의정부시,의정부동,2022,자전거사고다발지,6813248,2023016,4115010100,41150004,경기도 의정부시4,경기도 의정부시 의정부동(마운티아 의정부제일점 부근),4,4,0,0,2,2,37.74106945,127.0524903,"{""type"":""Polygon"",""coordinates"":[[[127.05428694,37.74106945],[127.05425242,37.74079227],[127.05415018,37.74052575],[127.05398416,37.74028012],[127.05376072,37.74006482],[127.05348847,37.73988813],[127.05317785,37.73975684],[127.05284082,37.73967598],[127.05249031,37.73964869],[127.05213981,37.73967598],[127.05180277,37.73975684],[127.05149216,37.73988813],[127.0512199,37.74006482],[127.05099647,37.74028012],[127.05083044,37.74052575],[127.0507282,37.74079227],[127.05069368,37.74106945],[127.0507282,37.74134662],[127.05083044,37.74161314],[127.05099647,37.74185877],[127.0512199,37.74207406],[127.05149216,37.74225075],[127.05180277,37.74238204],[127.05213981,37.74246288],[127.05249031,37.74249018],[127.05284082,37.74246288],[127.05317785,37.74238204],[127.05348847,37.74225075],[127.05376072,37.74207406],[127.05398416,37.74185877],[127.05415018,37.74161314],[127.05425242,37.74134662],[127.05428694,37.74106945]]]}"
의정부시,가능동,2022,자전거사고다발지,6813172,2023016,4115011000,41150005,경기도 의정부시5,경기도 의정부시 가능동(신촌건널목교차로 부근),3,3,1,0,2,0,37.75126897,127.0330178,"{""type"":""Polygon"",""coordinates"":[[[127.03481438,37.75126897],[127.03477986,37.75099184],[127.03467762,37.75072535],[127.0345116,37.75047975],[127.03428816,37.75026448],[127.03401591,37.75008782],[127.03370529,37.74995654],[127.03336826,37.7498757],[127.03301775,37.74984841],[127.03266725,37.7498757],[127.03233021,37.74995654],[127.0320196,37.75008782],[127.03174734,37.75026448],[127.03152391,37.75047975],[127.03135788,37.75072535],[127.03125564,37.75099184],[127.03122112,37.75126897],[127.03125564,37.75154611],[127.03135788,37.75181259],[127.03152391,37.75205819],[127.03174734,37.75227345],[127.0320196,37.75245011],[127.03233021,37.75258138],[127.03266725,37.75266222],[127.03301775,37.75268951],[127.03336826,37.75266222],[127.03370529,37.75258138],[127.03401591,37.75245011],[127.03428816,37.75227345],[127.0345116,37.75205819],[127.03467762,37.75181259],[127.03477986,37.75154611],[127.03481438,37.75126897]]]}"
파주시,야당동,2022,자전거사고다발지,6813209,2023016,4148010800,41480001,경기도 파주시1,경기도 파주시 야당동(한빛마을502동 앞 부근),4,4,0,1,2,1,37.71661415,126.7602462,"{""type"":""Polygon"",""coordinates"":[[[126.76204283,37.71661415],[126.76200831,37.71633688],[126.76190607,37.71607027],[126.76174005,37.71582456],[126.76151661,37.71560919],[126.76124436,37.71543244],[126.76093374,37.7153011],[126.76059671,37.71522022],[126.7602462,37.71519291],[126.7598957,37.71522022],[126.75955866,37.7153011],[126.75924805,37.71543244],[126.75897579,37.71560919],[126.75875236,37.71582456],[126.75858633,37.71607027],[126.75848409,37.71633688],[126.75844957,37.71661415],[126.75848409,37.71689141],[126.75858633,37.71715802],[126.75875236,37.71740373],[126.75897579,37.71761909],[126.75924805,37.71779584],[126.75955866,37.71792717],[126.7598957,37.71800804],[126.7602462,37.71803535],[126.76059671,37.71800804],[126.76093374,37.71792717],[126.76124436,37.71779584],[126.76151661,37.71761909],[126.76174005,37.71740373],[126.76190607,37.71715802],[126.76200831,37.71689141],[126.76204283,37.71661415]]]}"
평택시,비전동,2022,자전거사고다발지,6814025,2023016,4122011800,41220001,경기도 평택시1,경기도 평택시 비전동(덕동사거리 부근),6,7,0,2,3,2,36.9991609,127.1041255,"{""type"":""Polygon"",""coordinates"":[[[127.10592215,36.9991609],[127.10588762,36.99888097],[127.10578538,36.99861179],[127.10561936,36.99836372],[127.10539592,36.99814628],[127.10512367,36.99796784],[127.10481306,36.99783524],[127.10447602,36.99775359],[127.10412551,36.99772601],[127.10377501,36.99775359],[127.10343797,36.99783524],[127.10312736,36.99796784],[127.1028551,36.99814628],[127.10263167,36.99836372],[127.10246564,36.99861179],[127.10236341,36.99888097],[127.10232888,36.9991609],[127.10236341,36.99944083],[127.10246564,36.99971],[127.10263167,36.99995806],[127.1028551,37.0001755],[127.10312736,37.00035394],[127.10343797,37.00048653],[127.10377501,37.00056818],[127.10412551,37.00059575],[127.10447602,37.00056818],[127.10481306,37.00048653],[127.10512367,37.00035394],[127.10539592,37.0001755],[127.10561936,36.99995806],[127.10578538,36.99971],[127.10588762,36.99944083],[127.10592215,36.9991609]]]}"
평택시,지산동,2022,자전거사고다발지,6814026,2023016,4122011000,41220002,경기도 평택시2,경기도 평택시 지산동(지산사거리 부근),4,5,0,2,3,0,37.08051013,127.0634436,"{""type"":""Polygon"",""coordinates"":[[[127.06524026,37.08051013],[127.06520574,37.0802305],[127.0651035,37.07996162],[127.06493747,37.07971381],[127.06471404,37.07949661],[127.06444179,37.07931835],[127.06413117,37.0791859],[127.06379414,37.07910433],[127.06344363,37.07907679],[127.06309313,37.07910433],[127.06275609,37.0791859],[127.06244548,37.07931835],[127.06217322,37.07949661],[127.06194979,37.07971381],[127.06178376,37.07996162],[127.06168152,37.0802305],[127.061647,37.08051013],[127.06168152,37.08078976],[127.06178376,37.08105864],[127.06194979,37.08130645],[127.06217322,37.08152365],[127.06244548,37.0817019],[127.06275609,37.08183435],[127.06309313,37.08191591],[127.06344363,37.08194345],[127.06379414,37.08191591],[127.06413117,37.08183435],[127.06444179,37.0817019],[127.06471404,37.08152365],[127.06493747,37.08130645],[127.0651035,37.08105864],[127.06520574,37.08078976],[127.06524026,37.08051013]]]}"
수원시,장안구,2022,자전거사고다발지,6813197,2023016,4111113400,41111001,경기도 수원시 장안구1,경기도 수원시 장안구 영화동(화홍초교 부근),4,5,0,0,2,3,37.28767694,127.004761,"{""type"":""Polygon"",""coordinates"":[[[127.00655767,37.28767694],[127.00652315,37.28739807],[127.00642091,37.28712992],[127.00625488,37.2868828],[127.00603145,37.28666619],[127.0057592,37.28648842],[127.00544858,37.28635633],[127.00511155,37.28627498],[127.00476104,37.28624752],[127.00441054,37.28627498],[127.0040735,37.28635633],[127.00376289,37.28648842],[127.00349063,37.28666619],[127.0032672,37.2868828],[127.00310117,37.28712992],[127.00299893,37.28739807],[127.00296441,37.28767694],[127.00299893,37.2879558],[127.00310117,37.28822394],[127.0032672,37.28847107],[127.00349063,37.28868767],[127.00376289,37.28886543],[127.0040735,37.28899752],[127.00441054,37.28907886],[127.00476104,37.28910633],[127.00511155,37.28907886],[127.00544858,37.28899752],[127.0057592,37.28886543],[127.00603145,37.28868767],[127.00625488,37.28847107],[127.00642091,37.28822394],[127.00652315,37.2879558],[127.00655767,37.28767694]]]}"
고양시,덕양구,2022,자전거사고다발지,6813077,2023016,4128113100,41281001,경기도 고양시 덕양구1,경기도 고양시 덕양구 덕은동(덕은생태공원 자전거도로 부근),4,6,0,2,1,3,37.58114902,126.8529858,"{""type"":""Polygon"",""coordinates"":[[[126.85478243,37.58114902],[126.85474791,37.58087125],[126.85464567,37.58060415],[126.85447964,37.58035799],[126.85425621,37.58014223],[126.85398395,37.57996516],[126.85367334,37.57983358],[126.8533363,37.57975256],[126.8529858,37.5797252],[126.85263529,37.57975256],[126.85229826,37.57983358],[126.85198764,37.57996516],[126.85171539,37.58014223],[126.85149195,37.58035799],[126.85132593,37.58060415],[126.85122369,37.58087125],[126.85118917,37.58114902],[126.85122369,37.5814268],[126.85132593,37.58169389],[126.85149195,37.58194005],[126.85171539,37.5821558],[126.85198764,37.58233287],[126.85229826,37.58246444],[126.85263529,37.58254547],[126.8529858,37.58257282],[126.8533363,37.58254547],[126.85367334,37.58246444],[126.85398395,37.58233287],[126.85425621,37.5821558],[126.85447964,37.58194005],[126.85464567,37.58169389],[126.85474791,37.5814268],[126.85478243,37.58114902]]]}"
고양시,일산동구,2022,자전거사고다발지,6813164,2023016,4128510400,41285001,경기도 고양시 일산동구1,경기도 고양시 일산동구 장항동(신세계주유소 삼거리 부근),4,4,0,2,2,0,37.64425157,126.7769469,"{""type"":""Polygon"",""coordinates"":[[[126.77874356,37.64425157],[126.77870904,37.64397403],[126.7786068,37.64370716],[126.77844077,37.64346121],[126.77821734,37.64324563],[126.77794508,37.64306871],[126.77763447,37.64293724],[126.77729743,37.64285629],[126.77694693,37.64282895],[126.77659642,37.64285629],[126.77625939,37.64293724],[126.77594877,37.64306871],[126.77567652,37.64324563],[126.77545308,37.64346121],[126.77528706,37.64370716],[126.77518482,37.64397403],[126.7751503,37.64425157],[126.77518482,37.64452911],[126.77528706,37.64479598],[126.77545308,37.64504192],[126.77567652,37.6452575],[126.77594877,37.64543441],[126.77625939,37.64556587],[126.77659642,37.64564683],[126.77694693,37.64567416],[126.77729743,37.64564683],[126.77763447,37.64556587],[126.77794508,37.64543441],[126.77821734,37.6452575],[126.77844077,37.64504192],[126.7786068,37.64479598],[126.77870904,37.64452911],[126.77874356,37.64425157]]]}"
고양시,일산서구,2022,자전거사고다발지,6813110,2023016,4128710100,41287001,경기도 고양시 일산서구1,경기도 고양시 일산서구 일산동(일산지하차도 부근),4,5,0,2,3,0,37.68715145,126.7618999,"{""type"":""Polygon"",""coordinates"":[[[126.76369657,37.68715145],[126.76366205,37.68687408],[126.76355981,37.68660736],[126.76339379,37.68636155],[126.76317035,37.6861461],[126.7628981,37.68596928],[126.76258748,37.68583789],[126.76225045,37.68575698],[126.76189994,37.68572966],[126.76154944,37.68575698],[126.7612124,37.68583789],[126.76090179,37.68596928],[126.76062953,37.6861461],[126.7604061,37.68636155],[126.76024007,37.68660736],[126.76013784,37.68687408],[126.76010331,37.68715145],[126.76013784,37.68742883],[126.76024007,37.68769555],[126.7604061,37.68794135],[126.76062953,37.6881568],[126.76090179,37.68833361],[126.7612124,37.688465],[126.76154944,37.6885459],[126.76189994,37.68857322],[126.76225045,37.6885459],[126.76258748,37.688465],[126.7628981,37.68833361],[126.76317035,37.6881568],[126.76339379,37.68794135],[126.76355981,37.68769555],[126.76366205,37.68742883],[126.76369657,37.68715145]]]}"
고양시,일산서구,2022,자전거사고다발지,6813186,2023016,4128710200,41287002,경기도 고양시 일산서구2,경기도 고양시 일산서구 주엽동(주엽역 부근),4,5,0,1,2,2,37.67011117,126.7610482,"{""type"":""Polygon"",""coordinates"":[[[126.76284487,37.67011117],[126.76281035,37.66983373],[126.76270811,37.66956695],[126.76254209,37.66932108],[126.76231865,37.66910558],[126.7620464,37.66892872],[126.76173578,37.6687973],[126.76139875,37.66871637],[126.76104824,37.66868905],[126.76069774,37.66871637],[126.7603607,37.6687973],[126.76005009,37.66892872],[126.75977783,37.66910558],[126.7595544,37.66932108],[126.75938837,37.66956695],[126.75928613,37.66983373],[126.75925161,37.67011117],[126.75928613,37.67038861],[126.75938837,37.67065538],[126.7595544,37.67090125],[126.75977783,37.67111675],[126.76005009,37.6712936],[126.7603607,37.67142502],[126.76069774,37.67150594],[126.76104824,37.67153326],[126.76139875,37.67150594],[126.76173578,37.67142502],[126.7620464,37.6712936],[126.76231865,37.67111675],[126.76254209,37.67090125],[126.76270811,37.67065538],[126.76281035,37.67038861],[126.76284487,37.67011117]]]}"
고양시,일산서구,2022,자전거사고다발지,6813260,2023016,4128710200,41287003,경기도 고양시 일산서구3,경기도 고양시 일산서구 주엽동(강선마을사거리 부근),4,4,0,0,3,1,37.66877204,126.7631025,"{""type"":""Polygon"",""coordinates"":[[[126.76489914,37.66877204],[126.76486462,37.66849459],[126.76476238,37.66822781],[126.76459635,37.66798194],[126.76437292,37.66776643],[126.76410066,37.66758957],[126.76379005,37.66745815],[126.76345301,37.66737722],[126.76310251,37.66734989],[126.762752,37.66737722],[126.76241497,37.66745815],[126.76210435,37.66758957],[126.7618321,37.66776643],[126.76160866,37.66798194],[126.76144264,37.66822781],[126.7613404,37.66849459],[126.76130588,37.66877204],[126.7613404,37.66904948],[126.76144264,37.66931626],[126.76160866,37.66956213],[126.7618321,37.66977763],[126.76210435,37.66995449],[126.76241497,37.67008591],[126.762752,37.67016684],[126.76310251,37.67019416],[126.76345301,37.67016684],[126.76379005,37.67008591],[126.76410066,37.66995449],[126.76437292,37.66977763],[126.76459635,37.66956213],[126.76476238,37.66931626],[126.76486462,37.66904948],[126.76489914,37.66877204]]]}"
구리시,교문동,2022,자전거사고다발지,6813226,2023016,4131010400,41310001,경기도 구리시1,경기도 구리시 교문동(한성아파트앞사거리 부근),4,5,0,1,3,1,37.59264358,127.1383363,"{""type"":""Polygon"",""coordinates"":[[[127.14013292,37.59264358],[127.1400984,37.59236585],[127.13999616,37.59209879],[127.13983013,37.59185267],[127.1396067,37.59163694],[127.13933444,37.5914599],[127.13902383,37.59132834],[127.13868679,37.59124733],[127.13833629,37.59121998],[127.13798578,37.59124733],[127.13764875,37.59132834],[127.13733813,37.5914599],[127.13706588,37.59163694],[127.13684244,37.59185267],[127.13667642,37.59209879],[127.13657418,37.59236585],[127.13653966,37.59264358],[127.13657418,37.59292131],[127.13667642,37.59318837],[127.13684244,37.59343448],[127.13706588,37.59365021],[127.13733813,37.59382725],[127.13764875,37.5939588],[127.13798578,37.59403981],[127.13833629,37.59406716],[127.13868679,37.59403981],[127.13902383,37.5939588],[127.13933444,37.59382725],[127.1396067,37.59365021],[127.13983013,37.59343448],[127.13999616,37.59318837],[127.1400984,37.59292131],[127.14013292,37.59264358]]]}"
구리시,수택동,2022,자전거사고다발지,6813168,2023016,4131010500,41310002,경기도 구리시2,경기도 구리시 수택동(세무서사거리 부근),4,4,0,0,4,0,37.59804741,127.1369507,"{""type"":""Polygon"",""coordinates"":[[[127.13874737,37.59804741],[127.13871285,37.5977697],[127.13861061,37.59750267],[127.13844459,37.59725656],[127.13822115,37.59704085],[127.1379489,37.59686382],[127.13763828,37.59673227],[127.13730125,37.59665126],[127.13695074,37.59662391],[127.13660024,37.59665126],[127.1362632,37.59673227],[127.13595259,37.59686382],[127.13568033,37.59704085],[127.1354569,37.59725656],[127.13529087,37.59750267],[127.13518863,37.5977697],[127.13515411,37.59804741],[127.13518863,37.59832512],[127.13529087,37.59859216],[127.1354569,37.59883826],[127.13568033,37.59905396],[127.13595259,37.59923099],[127.1362632,37.59936253],[127.13660024,37.59944354],[127.13695074,37.59947089],[127.13730125,37.59944354],[127.13763828,37.59936253],[127.1379489,37.59923099],[127.13822115,37.59905396],[127.13844459,37.59883826],[127.13861061,37.59859216],[127.13871285,37.59832512],[127.13874737,37.59804741]]]}"
김포시,고촌읍,2022,자전거사고다발지,6813056,2023016,4157025300,41570001,경기도 김포시1,경기도 김포시 고촌읍(법률방송 앞 사거리 부근),10,15,0,7,8,0,37.59299376,126.7964731,"{""type"":""Polygon"",""coordinates"":[[[126.7982697,37.59299376],[126.79823518,37.59271604],[126.79813294,37.59244898],[126.79796691,37.59220286],[126.79774348,37.59198713],[126.79747123,37.59181009],[126.79716061,37.59167853],[126.79682358,37.59159752],[126.79647307,37.59157016],[126.79612257,37.59159752],[126.79578553,37.59167853],[126.79547492,37.59181009],[126.79520266,37.59198713],[126.79497923,37.59220286],[126.7948132,37.59244898],[126.79471096,37.59271604],[126.79467644,37.59299376],[126.79471096,37.59327149],[126.7948132,37.59353854],[126.79497923,37.59378466],[126.79520266,37.59400038],[126.79547492,37.59417742],[126.79578553,37.59430897],[126.79612257,37.59438998],[126.79647307,37.59441734],[126.79682358,37.59438998],[126.79716061,37.59430897],[126.79747123,37.59417742],[126.79774348,37.59400038],[126.79796691,37.59378466],[126.79813294,37.59353854],[126.79823518,37.59327149],[126.7982697,37.59299376]]]}"
김포시,운양동,2022,자전거사고다발지,6814031,2023016,4157010300,41570002,경기도 김포시2,경기도 김포시 운양동(한강로입구사거리 부근),7,7,0,1,6,0,37.65002336,126.6760808,"{""type"":""Polygon"",""coordinates"":[[[126.67787746,37.65002336],[126.67784294,37.64974584],[126.6777407,37.64947899],[126.67757468,37.64923306],[126.67735124,37.64901749],[126.67707899,37.64884059],[126.67676837,37.64870913],[126.67643134,37.64862818],[126.67608083,37.64860085],[126.67573033,37.64862818],[126.67539329,37.64870913],[126.67508268,37.64884059],[126.67481042,37.64901749],[126.67458699,37.64923306],[126.67442096,37.64947899],[126.67431873,37.64974584],[126.6742842,37.65002336],[126.67431873,37.65030087],[126.67442096,37.65056772],[126.67458699,37.65081365],[126.67481042,37.65102921],[126.67508268,37.65120611],[126.67539329,37.65133756],[126.67573033,37.65141851],[126.67608083,37.65144584],[126.67643134,37.65141851],[126.67676837,37.65133756],[126.67707899,37.65120611],[126.67735124,37.65102921],[126.67757468,37.65081365],[126.6777407,37.65056772],[126.67784294,37.65030087],[126.67787746,37.65002336]]]}"
김포시,구래동,2022,자전거사고다발지,6813069,2023016,4157010900,41570003,경기도 김포시3,경기도 김포시 구래동(한강메디프라자 부근),6,6,0,0,5,1,37.64566299,126.6259476,"{""type"":""Polygon"",""coordinates"":[[[126.6277442,37.64566299],[126.62770968,37.64538546],[126.62760744,37.6451186],[126.62744142,37.64487265],[126.62721798,37.64465707],[126.62694573,37.64448015],[126.62663511,37.64434869],[126.62629808,37.64426774],[126.62594757,37.6442404],[126.62559707,37.64426774],[126.62526003,37.64434869],[126.62494942,37.64448015],[126.62467716,37.64465707],[126.62445373,37.64487265],[126.6242877,37.6451186],[126.62418547,37.64538546],[126.62415094,37.64566299],[126.62418547,37.64594052],[126.6242877,37.64620739],[126.62445373,37.64645333],[126.62467716,37.6466689],[126.62494942,37.64684582],[126.62526003,37.64697727],[126.62559707,37.64705822],[126.62594757,37.64708556],[126.62629808,37.64705822],[126.62663511,37.64697727],[126.62694573,37.64684582],[126.62721798,37.6466689],[126.62744142,37.64645333],[126.62760744,37.64620739],[126.62770968,37.64594052],[126.6277442,37.64566299]]]}"
김포시,장기동,2022,자전거사고다발지,6813082,2023016,4157010400,41570004,경기도 김포시4,경기도 김포시 장기동(장기본행정복지센터 부근),4,7,0,0,7,0,37.65248556,126.6721196,"{""type"":""Polygon"",""coordinates"":[[[126.67391618,37.65248556],[126.67388166,37.65220806],[126.67377942,37.65194121],[126.67361339,37.65169529],[126.67338996,37.65147973],[126.67311771,37.65130283],[126.67280709,37.65117138],[126.67247006,37.65109044],[126.67211955,37.6510631],[126.67176905,37.65109044],[126.67143201,37.65117138],[126.6711214,37.65130283],[126.67084914,37.65147973],[126.67062571,37.65169529],[126.67045968,37.65194121],[126.67035744,37.65220806],[126.67032292,37.65248556],[126.67035744,37.65276307],[126.67045968,37.65302991],[126.67062571,37.65327583],[126.67084914,37.65349138],[126.6711214,37.65366828],[126.67143201,37.65379972],[126.67176905,37.65388067],[126.67211955,37.653908],[126.67247006,37.65388067],[126.67280709,37.65379972],[126.67311771,37.65366828],[126.67338996,37.65349138],[126.67361339,37.65327583],[126.67377942,37.65302991],[126.67388166,37.65276307],[126.67391618,37.65248556]]]}"
남양주시,와부읍,2022,자전거사고다발지,6814029,2023016,4136025000,41360001,경기도 남양주시1,경기도 남양주시 와부읍(팔당육교 부근),5,6,0,1,5,0,37.54135824,127.2533507,"{""type"":""Polygon"",""coordinates"":[[[127.25514734,37.54135824],[127.25511282,37.54108031],[127.25501058,37.54081307],[127.25484456,37.54056678],[127.25462112,37.5403509],[127.25434887,37.54017374],[127.25403825,37.54004209],[127.25370122,37.53996102],[127.25335071,37.53993365],[127.25300021,37.53996102],[127.25266317,37.54004209],[127.25235256,37.54017374],[127.2520803,37.5403509],[127.25185687,37.54056678],[127.25169084,37.54081307],[127.2515886,37.54108031],[127.25155408,37.54135824],[127.2515886,37.54163616],[127.25169084,37.54190339],[127.25185687,37.54214968],[127.2520803,37.54236555],[127.25235256,37.54254272],[127.25266317,37.54267436],[127.25300021,37.54275542],[127.25335071,37.54278279],[127.25370122,37.54275542],[127.25403825,37.54267436],[127.25434887,37.54254272],[127.25462112,37.54236555],[127.25484456,37.54214968],[127.25501058,37.54190339],[127.25511282,37.54163616],[127.25514734,37.54135824]]]}"
평택시,용이동,2022,자전거사고다발지,6813217,2023016,4122012400,41220003,경기도 평택시3,경기도 평택시 용이동(평택대 정문 사거리 부근),4,4,0,2,2,0,36.99364635,127.1314154,"{""type"":""Polygon"",""coordinates"":[[[127.13321203,36.99364635],[127.1331775,36.9933664],[127.13307527,36.99309721],[127.13290924,36.99284912],[127.13268581,36.99263167],[127.13241355,36.99245321],[127.13210294,36.9923206],[127.1317659,36.99223894],[127.1314154,36.99221137],[127.13106489,36.99223894],[127.13072786,36.9923206],[127.13041724,36.99245321],[127.13014499,36.99263167],[127.12992155,36.99284912],[127.12975553,36.99309721],[127.12965329,36.9933664],[127.12961877,36.99364635],[127.12965329,36.9939263],[127.12975553,36.99419549],[127.12992155,36.99444358],[127.13014499,36.99466103],[127.13041724,36.99483948],[127.13072786,36.99497208],[127.13106489,36.99505374],[127.1314154,36.99508131],[127.1317659,36.99505374],[127.13210294,36.99497208],[127.13241355,36.99483948],[127.13268581,36.99466103],[127.13290924,36.99444358],[127.13307527,36.99419549],[127.1331775,36.9939263],[127.13321203,36.99364635]]]}"
